"Weather Records, Gothic, CO",,,,,,,,,,,
,,,"Temp.,","Temp.,",New ,Water,Total,Total,On ,,
201011,D,14,-10.5,5.5,0,0.00,267,,54,0.00,
201011,D,15,-4.0,-2.0,24,0.53,291,,75,0.00,
201011,D,16,-11.5,-1.0,2,0.06,293,,69,0.00,
201011,D,17,-20.0,-2.5,0,0.00,293,,65,0.00,
201011,D,18,-8.0,-1.5,57,0.81,350,,107,0.00,
201011,D,19,-4.5,-0.5,46,1.56,396,,121,0.00,
201011,D,20,-0.5,0.0,64,3.19,460,,157,0.00,
201011,D,21,-2.5,-0.5,43,1.58,503,,178,0.00,
201011,D,22,-3.0,-1.0,12,0.34,515,,170,0.00,
201011,D,23,-7.5,4.5,18,0.50,533,,173,0.00,
201011,D,24,-17.5,4.5,0,0.00,533,,166,0.00,
201011,D,25,-19.0,1.0,0,0.00,533,,161,0.00,
201011,D,26,-17.5,1.5,0,0.00,533,,156,0.00,
201011,D,27,-16.5,1.5,11,0.17,544,,156,0.00,
201011,D,28,-22.0,-5.0,0,0.00,544,,153,0.00,
201011,D,29,-21.0,-6.0,23,0.41,567,,173,0.00,
201011,D,30,-16.0,-6.0,26,0.67,593,,179,0.00,
201011,D,31,-23.0,-16.0,2,0.05,595,,174,0.00,
201011,E,01,-32.5,-16.0,0,0.00,595,,168,0.00,
201011,E,02,-31.0,-7.5,0,0.00,595,,164,0.00,
201011,E,03,-16.0,-1.0,12,0.32,607,,169,0.00,
201011,E,04,-12.5,-5.0,2,0.05,609,,165,0.00,
201011,E,05,-21.0,-3.5,1,0.01,610,,160,0.00,
201011,E,06,-19.0,1.0,0,0.00,610,,157,0.00,
201011,E,07,-18.0,5.5,0,0.00,610,,155,0.00,
201011,E,08,-18.0,-1.5,0,0.00,610,,152,0.00,
201011,E,09,-13.0,-5.0,18,0.42,628,,160,0.00,
201011,E,10,-24.5,-13.0,5,0.13,633,,157,0.00,
201011,E,11,-33.5,-11.0,0,0.00,633,,155,0.00,
201011,E,12,-24.0,-5.5,0,0.00,633,,153,0.00,
201011,E,13,-16.0,3.5,0,0.00,633,,150,0.00,
201011,E,14,-7.5,5.0,1,0.02,634,,149,0.00,
201011,E,15,-15.5,0.0,0,0.00,634,,147,0.00,
201011,E,16,-14.0,-0.5,0,0.00,634,,146,0.00,
201011,E,17,-3.5,1.0,3,0.10,637,,146,0.00,
201011,E,18,-10.5,-1.5,0,0.00,637,,145,0.00,
201011,E,19,-8.5,-3.0,26,0.51,663,,161,0.00,
201011,E,20,-22.5,-8.5,0,0.00,663,,155,0.00,
201011,E,21,-18.0,-3.5,4,0.09,667,,151,0.00,
201011,E,22,-11.0,-3.5,11,0.28,678,,153,0.00,
201011,E,23,-19.0,-7.5,2,0.05,680,,153,0.00,
201011,E,24,-13.0,-5.5,1,0.03,681,,150,0.00,
201011,E,25,-25.0,-4.5,0,0.00,681,,149,0.00,
201011,E,26,-16.5,-1.0,0,0.00,681,,148,0.00,
201011,E,27,-20.5,3.0,0,0.00,681,,146,0.00,
201011,E,28,-15.0,5.5,0,0.00,681,,145,0.00,
201011,E,29,-17.0,2.5,0,0.00,681,,145,0.00,
201011,E,30,-17.0,2.0,0,0.00,681,,144,0.00,
201011,E,31,-16.5,-4.5,9,0.17,690,,148,0.00,
201011,F,01,-23.5,-11.0,1,0.03,691,,148,0.00,
201011,F,02,-34.0,-14.5,1,0.02,692,,146,0.00,
201011,F,03,-35.5,-6.0,0,0.00,692,,145,0.00,
201011,F,04,-23.5,-2.5,1,0.02,693,,145,0.00,
201011,F,05,-7.0,-4.0,10,0.23,703,,150,0.00,
201011,F,06,-13.0,-7.5,18,0.44,721,,155,0.00,
201011,F,07,-15.5,-5.0,6,0.12,727,,160,0.00,
201011,F,08,-22.5,-4.0,19,0.46,746,,168,0.00,
201011,F,09,-27.5,-11.5,0,0.00,746,,166,0.00,
201011,F,10,-30.5,-7.5,0,0.00,746,,164,0.00,
201011,F,11,-22.5,-1.5,0,0.00,746,,161,0.00,
201011,F,12,-17.5,2.5,0,0.00,746,,160,0.00,
201011,F,13,-16.5,7.0,0,0.00,746,,157,0.00,
201011,F,14,-16.5,8.0,0,0.00,746,,155,0.00,
201011,F,15,-11.5,7.5,0,0.00,746,,153,0.00,
201011,F,16,-14.0,2.0,3,0.08,749,,154,0.00,
201011,F,17,-13.5,-1.0,23,0.58,772,,170,0.00,
201011,F,18,-13.5,-0.5,1,0.02,773,,168,0.00,
201011,F,19,-14.5,1.5,1,0.03,774,,164,0.00,
201011,F,20,-15.0,-6.0,26,0.79,800,,179,0.00,
201011,F,21,-15.5,-1.5,1,0.04,801,,176,0.00,
201011,F,22,-24.0,-1.0,0,0.00,801,,173,0.00,
201011,F,23,-18.0,-0.5,0,0.00,801,,171,0.00,
201011,F,24,-9.0,-3.0,15,0.30,816,,180,0.00,
201011,F,25,-8.0,-0.5,48,0.91,864,,212,0.00,
201011,F,26,-7.0,-2.5,42,1.20,906,,229,0.00,
201011,F,27,-19.5,0.5,4,0.13,910,,218,0.00,
201011,F,28,-18.5,2.5,1,0.03,911,,210,0.00,
201011,G,01,-19.5,6.5,0,0.00,911,,204,0.00,
201011,G,02,-13.0,6.0,0,0.00,911,,201,0.00,
201011,G,03,-9.5,2.0,17,0.43,928,,211,0.00,
201011,G,04,-13.5,-2.5,3,0.06,931,,208,0.00,
201011,G,05,-24.0,-1.0,0,0.00,931,,204,0.00,
201011,G,06,-8.0,-2.0,7,0.19,938,,206,0.00,
201011,G,07,-9.0,-0.5,11,0.24,949,,208,0.00,
201011,G,08,-7.5,-3.0,23,0.47,972,,215,0.00,
201011,G,09,-14.5,-0.5,1,0.02,973,,209,0.00,
201011,G,10,-18.0,3.5,0,0.00,973,,206,0.00,
201011,G,11,-9.5,8.0,0,0.00,973,,201,0.00,
201011,G,12,-10.0,6.0,0,0.00,973,,197,0.00,
201011,G,13,-8.0,4.0,6,0.14,979,,194,0.00,
201011,G,14,-14.5,9.0,0,0.00,979,,192,0.00,
201011,G,15,-10.5,10.0,0,0.00,979,,189,0.00,
201011,G,16,-8.5,10.5,0,0.00,979,,185,0.00,
201011,G,17,-2.0,6.5,1,0.03,980,,181,0.00,
201011,G,18,-6.0,5.5,8,0.15,988,,180,0.00,
201011,G,19,-7.5,6.0,0,0.00,988,,178,0.00,
201011,G,20,-3.0,5.5,0,0.00,988,,176,0.00,
201011,G,21,-6.0,6.0,0,0.00,988,,175,0.00,
201011,G,22,-8.5,-2.0,18,0.46,1006,,187,0.00,
201011,G,23,-13.5,2.0,2,0.04,1008,,181,0.00,
201011,G,24,-14.5,0.5,4,0.11,1012,,181,0.00,
201011,G,25,-12.5,-3.0,10,0.23,1022,,187,0.00,
201011,G,26,-19.0,2.0,10,0.26,1032,,191,0.00,
201011,G,27,-6.0,-1.5,35,0.80,1067,,212,0.00,
201011,G,28,-8.0,-1.5,43,0.95,1110,,231,0.00,
201011,G,29,-21.0,0.5,9,0.22,1119,,223,0.00,
201011,G,30,-8.0,0.0,0,0.00,1119,,217,0.00,
201011,G,31,-0.5,6.5,0,0.00,1119,,203,0.00,
201011,H,01,-4.5,12.0,0,0.00,1119,,193,0.00,
201011,H,02,-8.0,14.5,0,0.00,1119,,185,0.00,
201011,H,03,-10.0,7.0,10,0.27,1129,,188,0.00,
201011,H,04,-13.0,0.0,5,0.15,1134,,185,0.00,
201011,H,05,-11.5,8.5,0,0.00,1134,,182,0.00,
201011,H,06,-3.0,6.0,3,0.06,1137,,180,0.00,
201011,H,07,-4.0,4.5,11,0.27,1148,,180,0.00,
201011,H,08,-1.5,7.0,0,0.00,1148,,177,0.00,
201011,H,09,-1.0,4.0,2,0.04,1150,,174,0.00,
201011,H,10,-10.5,-2.0,7,0.17,1157,,177,0.00,
201011,H,11,-13.0,6.5,3,0.07,1160,,174,0.00,
201011,H,12,-9.0,9.0,0,0.00,1160,,171,0.00,
201011,H,13,-8.0,8.0,0,0.00,1160,,168,0.00,
201011,H,14,-6.0,0.0,15,0.35,1175,,174,0.00,
201011,H,15,-10.0,2.0,0,0.00,1175,,172,0.00,
201011,H,16,-9.0,8.0,0,0.00,1175,,168,0.00,
201011,H,17,-3.0,9.0,1,0.03,1176,,164,0.00,
201011,H,18,-0.5,9.0,10,0.30,1186,,161,0.01,
201011,H,19,-5.5,3.5,45,1.49,1231,,191,0.00,
201011,H,20,-7.0,8.5,0,0.00,1231,,179,0.00,
201011,H,21,-1.5,5.5,15,0.52,1246,,175,0.00,
201011,H,22,-5.5,3.0,20,0.45,1266,,179,0.00,
201011,H,23,-4.0,2.5,23,0.46,1289,,194,0.00,
201011,H,24,-2.5,3.5,22,0.56,1311,,192,0.00,
201011,H,25,-4.5,4.5,12,0.32,1323,,185,0.00,
201011,H,26,-5.0,0.0,28,0.76,1351,,194,0.00,
201011,H,27,-10.0,1.0,5,0.14,1356,,192,0.00,
201011,H,28,-18.0,11.0,0,0.00,1356,,185,0.00,
201011,H,29,-5.5,5.5,4,0.09,1360,,183,0.00,
201011,H,30,-13.0,0.0,11,0.22,1371,,182,0.00,
201011,I,01,-9.5,-0.5,6,0.16,1377,,184,0.00,
201011,I,02,-16.0,3.5,4,0.10,1381,,182,0.00,
201011,I,03,-14.0,9.5,0,0.00,1381,,178,0.00,
201011,I,04,0.0,8.5,0,0.00,1381,,173,0.00,
201011,I,05,-9.0,11.0,0,0.00,1381,,169,0.00,
201011,I,06,-4.5,14.0,0,0.00,1381,,164,0.00,
201011,I,07,-3.0,15.0,0,0.00,1381,,156,0.00,
201011,I,08,-3.0,14.5,0,0.00,1381,,150,0.00,
201011,I,09,-5.5,8.0,5,0.15,1386,,147,0.00,
201011,I,10,-11.0,7.0,0,0.00,1386,,143,0.00,
201011,I,11,-1.5,4.0,34,0.85,1420,,160,0.00,
201011,I,12,-2.5,4.0,3,0.06,1423,,151,0.00,
201011,I,13,-5.0,11.0,0,0.00,1423,,142,0.00,
201011,I,14,-5.0,16.0,0,0.00,1423,,136,0.00,
201011,I,15,-1.0,15.0,0,0.00,1423,,130,0.00,
201011,I,16,-4.0,14.0,0,0.00,1423,,121,0.00,
201011,I,17,-1.0,6.0,3,0.06,1426,,116,0.00,
201011,I,18,-5.5,4.5,5,0.14,1431,,116,0.00,
201011,I,19,-6.0,3.5,20,0.51,1451,,123,0.00,
201011,I,20,-3.0,4.5,12,0.33,1463,,125,0.00,
201011,I,21,-2.0,7.5,12,0.37,1475,,126,0.00,
201011,I,22,0.5,13.0,3,0.08,1478,,117,0.00,
201011,I,23,-2.0,12.0,1,0.03,1479,,112,0.00,
201011,I,24,-2.0,7.0,3,0.06,1482,,107,0.00,
201011,I,25,-0.5,12.5,6,0.22,1488,,104,0.00,
201011,I,26,-3.0,13.0,0,0.00,1488,,97,0.00,
201011,I,27,2.0,11.5,0,0.00,1488,,88,0.00,
201011,I,28,2.5,16.0,0,0.00,1488,,77,0.00,
201011,I,29,-0.5,16.0,0,0.00,1488,,67,0.00,
201011,I,30,-0.5,10.0,3,0.07,1491,,62,0.00,
201011,I,31,-6.0,18.0,1,0.03,1492,,55,0.00,
201011,J,01,-0.5,19.5,0,0.00,1492,,47,0.00,
201011,J,02,0.0,17.0,0,0.00,1492,,38,0.00,
201011,J,03,-3.5,15.0,0,0.00,1492,,29,0.00,
201011,J,04,-1.5,19.5,0,0.00,1492,,20,0.00,
201011,J,05,-1.0,20.0,0,0.00,1492,,12,0.00,
201011,J,06,-0.5,20.5,0,0.00,1492,,5,0.00,
201011,J,07,0.5,15.0,0,0.00,1492,,0,0.00,
201011,J,08,-2.0,19.0,0,0.00,1492,,0,0.00,
201011,J,09,0.5,15.0,0,0.00,1492,,0,0.00,
201011,J,10,-1.0,16.0,0,0.00,1492,,0,0.00,
201011,J,11,-0.5,17.5,0,0.00,1492,,0,0.00,
201011,J,12,-0.5,18.0,0,0.00,1492,,0,0.00,
201011,J,13,-0.5,18.5,0,0.00,1492,,0,0.00,
201011,J,14,1.0,15.5,0,0.00,1492,,0,0.00,
201011,J,15,-1.0,19.5,0,0.00,1492,,0,0.00,
201011,J,16,3.5,15.0,0,0.00,1492,,0,0.21,
201011,J,17,2.5,16.0,0,0.00,1492,,0,0.01,
201011,J,18,2.0,14.5,0,0.00,1492,,0,0.01,
201011,J,19,2.5,14.5,0,0.00,1492,,0,0.05,
201011,J,20,0.5,11.0,0,0.00,1492,,0,0.20,
201011,J,21,0.5,16.5,0,0.00,1492,,0,0.03,
201011,J,22,0.0,20.5,0,0.00,1492,,0,0.00,
201011,J,23,1.0,22.5,0,0.00,1492,,0,0.00,
201011,J,24,1.5,22.0,0,0.00,1492,,0,0.00,
201011,J,25,0.5,21.5,0,0.00,1492,,0,0.00,
201011,J,26,0.5,20.5,0,0.00,1492,,0,0.00,
201011,J,27,0.0,21.5,0,0.00,1492,,0,0.00,
201011,J,28,1.5,23.5,0,0.00,1492,,0,0.00,
201011,J,29,3.5,22.2,0,0.00,1492,,0,0.12,
201011,J,30,3.5,17.0,0,0.00,1492,,0,0.22,
201011,K,01,0.0,21.0,0,0.00,1492,,0,0.00,
201011,K,02,2.0,23.0,0,0.00,1492,,0,0.00,
201011,K,03,2.5,24.5,0,0.00,1492,,0,0.00,
201011,K,04,3.5,25.0,0,0.00,1492,,0,0.00,
201011,K,05,3.5,23.0,0,0.00,1492,,0,0.02,
201011,K,06,6.0,22.0,0,0.00,1492,,0,0.17,
201011,K,07,4.5,22.5,0,0.00,1492,,0,0.41,
201011,K,08,4.5,21.5,0,0.00,1492,,0,0.14,
201011,K,09,5.0,18.5,0,0.00,1492,,0,0.35,
201011,K,10,6.0,19.5,0,0.00,1492,,0,0.16,
201011,K,11,7.5,19.0,0,0.00,1492,,0,0.04,
201011,K,12,6.5,17.5,0,0.00,1492,,0,0.01,
201011,K,13,5.5,20.5,0,0.00,1492,,0,0.43,
201011,K,14,5.0,21.0,0,0.00,1492,,0,0.00,
201011,K,15,2.0,22.5,0,0.00,1492,,0,0.00,
201011,K,16,4.0,22.5,0,0.00,1492,,0,0.00,
201011,K,17,6.0,22.5,0,0.00,1492,,0,0.00,
201011,K,18,7.5,24.0,0,0.00,1492,,0,0.13,
201011,K,19,6.0,20.0,0,0.00,1492,,0,0.05,
201011,K,20,6.0,21.0,0,0.00,1492,,0,0.03,
201011,K,21,3.5,21.5,0,0.00,1492,,0,0.00,
201011,K,22,3.5,23.5,0,0.00,1492,,0,0.00,
201011,K,23,2.5,23.5,0,0.00,1492,,0,0.00,
201011,K,24,4.5,25.0,0,0.00,1492,,0,0.00,
201011,K,25,5.0,24.5,0,0.00,1492,,0,0.09,
201011,K,26,6.0,16.0,0,0.00,1492,,0,0.08,
201011,K,27,7.5,20.0,0,0.00,1492,,0,0.23,
201011,K,28,4.5,23.5,0,0.00,1492,,0,0.00,
201011,K,29,4.5,23.5,0,0.00,1492,,0,0.00,
201011,K,30,4.0,24.5,0,0.00,1492,,0,0.00,
201011,K,31,5.0,22.5,0,0.00,1492,,0,0.00,
201011,L,01,8.5,19.5,0,0.00,1492,,0,0.00,
201011,L,02,5.5,21.5,0,0.00,1492,,0,0.04,
201011,L,03,3.5,22.0,0,0.00,1492,,0,0.10,
201011,L,04,4.0,20.0,0,0.00,1492,,0,0.28,
201011,L,05,2.5,21.0,0,0.00,1492,,0,0.00,
201011,L,06,3.0,21.5,0,0.00,1492,,0,0.03,
201011,L,07,1.0,21.5,0,0.00,1492,,0,0.00,
201011,L,08,0.0,22.5,0,0.00,1492,,0,0.00,
201011,L,09,0.0,22.5,0,0.00,1492,,0,0.00,
201011,L,10,2.0,22.0,0,0.00,1492,,0,0.00,
201011,L,11,1.0,21.5,0,0.00,1492,,0,0.00,
201011,L,12,1.5,23.0,0,0.00,1492,,0,0.00,
201011,L,13,0.5,25.0,0,0.00,1492,,0,0.00,
201011,L,14,5.0,18.0,0,0.00,1492,,0,0.11,
201011,L,15,7.0,21.0,0,0.00,1492,,0,0.17,
201011,L,16,3.0,23.0,0,0.00,1492,,0,0.00,
201011,L,17,4.0,23.5,0,0.00,1492,,0,0.00,
201011,L,18,3.5,23.0,0,0.00,1492,,0,0.00,
201011,L,19,4.5,21.5,0,0.00,1492,,0,0.00,
201011,L,20,3.0,24.5,0,0.00,1492,,0,0.00,
201011,L,21,4.0,22.0,0,0.00,1492,,0,0.00,
201011,L,22,3.5,22.5,0,0.00,1492,,0,0.00,
201011,L,23,3.5,24.5,0,0.00,1492,,0,0.00,
201011,L,24,4.0,25.5,0,0.00,1492,,0,0.00,
201011,L,25,3.0,23.0,0,0.00,1492,,0,0.08,
201011,L,26,4.5,21.5,0,0.00,1492,,0,0.05,
201011,L,27,4.5,22.5,0,0.00,1492,,0,0.29,
201011,L,28,3.5,20.5,0,0.00,1492,,0,0.02,
201011,L,29,4.5,19.5,0,0.00,1492,,0,0.26,
201011,L,30,4.0,21.0,0,0.00,1492,,0,0.00,
201011,L,31,2.5,21.5,0,0.00,1492,,0,0.00,
201112,A,01,3.5,21.0,0,0.00,0,,0,0.00,
201112,A,02,3.5,20.5,0,0.00,0,,0,0.10,
201112,A,03,0.0,21.0,0,0.00,0,,0,0.00,
201112,A,04,-1.5,20.5,0,0.00,0,,0,0.00,
201112,A,05,-1.0,21.0,0,0.00,0,,0,0.00,
201112,A,06,3.0,11.5,0,0.00,0,,0,0.19,
201112,A,07,4.0,16.0,0,0.00,0,,0,0.04,
201112,A,08,1.0,16.0,0,0.00,0,,0,0.07,
201112,A,09,-1.0,16.0,0,0.00,0,,0,0.06,
201112,A,10,-1.5,15.5,0,0.00,0,,0,0.00,
201112,A,11,-0.5,16.5,0,0.00,0,,0,0.00,
201112,A,12,0.0,15.5,0,0.00,0,,0,0.02,
201112,A,13,1.0,16.5,0,0.00,0,,0,0.00,
201112,A,14,-0.5,14.0,0,0.00,0,,0,0.22,
201112,A,15,1.0,9.5,0,0.00,0,,0,0.52,
201112,A,16,2.0,11.5,0,0.00,0,,0,0.09,
201112,A,17,0.5,6.0,0,0.00,0,,0,0.69,
201112,A,18,-0.5,13.5,0,0.00,0,,0,0.00,
201112,A,19,-2.5,14.5,0,0.00,0,,0,0.00,
201112,A,20,-1.5,15.5,0,0.00,0,,0,0.06,
201112,A,21,-2.0,15.5,0,0.00,0,,0,0.00,
201112,A,22,-3.0,16.5,0,0.00,0,,0,0.00,
201112,A,23,-3.5,20.0,0,0.00,0,,0,0.00,
201112,A,24,-1.0,21.0,0,0.00,0,,0,0.00,
201112,A,25,-0.5,20.0,0,0.00,0,,0,0.00,
201112,A,26,-1.5,20.0,0,0.00,0,,0,0.00,
201112,A,27,-1.5,20.5,0,0.00,0,,0,0.00,
201112,A,28,-1.0,20.0,0,0.00,0,,0,0.00,
201112,A,29,0.0,21.0,0,0.00,0,,0,0.00,
201112,A,30,0.0,19.0,0,0.00,0,,0,0.00,
201112,B,01,-1.5,19.0,0,0.00,0,,0,0.00,
201112,B,02,-2.0,18.0,0,0.00,0,,0,0.01,
201112,B,03,-1.5,17.5,0,0.00,0,,0,0.00,
201112,B,04,2.0,13.0,0,0.00,0,,0,0.27,
201112,B,05,2.5,10.5,0,0.00,0,,0,0.30,
201112,B,06,-5.0,2.0,13,0.48,13,,4,0.42,
201112,B,07,-11.5,5.0,4,0.10,17,,1,0.00,
201112,B,08,-4.0,2.5,0,0.00,17,,0,0.00,
201112,B,09,-9.0,3.0,0,0.00,17,,0,0.00,
201112,B,10,-1.5,8.0,0,0.00,17,,0,0.00,
201112,B,11,-1.0,6.0,3,0.06,20,,0,0.00,
201112,B,12,-3.0,11.0,1,0.02,21,,0,0.00,
201112,B,13,-5.5,13.5,0,0.00,21,,0,0.00,
201112,B,14,-2.5,14.5,0,0.00,21,,0,0.00,
201112,B,15,-3.5,16.5,0,0.00,21,,0,0.00,
201112,B,16,-2.5,15.5,0,0.00,21,,0,0.00,
201112,B,17,-2.5,9.5,5,0.14,26,,0,0.00,
201112,B,18,-3.0,8.5,0,0.00,26,,0,0.00,
201112,B,19,-8.5,14.5,0,0.00,26,,0,0.00,
201112,B,20,-2.5,12.5,0,0.00,26,,0,0.00,
201112,B,21,-6.5,13.0,0,0.00,26,,0,0.00,
201112,B,22,-4.0,11.5,0,0.00,26,,0,0.00,
201112,B,23,-6.0,15.0,0,0.00,26,,0,0.00,
201112,B,24,-7.0,12.5,0,0.00,26,,0,0.00,
201112,B,25,0.0,7.5,6,0.20,32,,1,0.00,
201112,B,26,-3.5,4.0,24,0.81,56,,10,0.00,
201112,B,27,-13.0,3.5,0,0.00,56,,9,0.00,
201112,B,28,-14.0,6.0,0,0.00,56,,7,0.00,
201112,B,29,-11.0,5.5,0,0.00,56,,6,0.00,
201112,B,30,-7.5,9.5,0,0.00,56,,5,0.00,
201112,B,31,-8.0,8.5,0,0.00,56,,3,0.00,
201112,C,01,-7.0,9.0,0,0.00,56,,1,0.00,
201112,C,02,-7.5,-0.5,7,0.23,63,,5,0.00,
201112,C,03,-16.0,6.5,0,0.00,63,,4,0.00,
201112,C,04,-10.5,8.0,0,0.00,63,,2,0.00,
201112,C,05,-7.5,1.5,14,0.34,77,,15,0.00,
201112,C,06,-9.5,-1.5,13,0.26,90,,20,0.00,
201112,C,07,-15.0,-0.5,0,0.00,90,,18,0.00,
201112,C,08,-15.5,-1.5,0,0.00,90,,15,0.00,
201112,C,09,-20.5,1.0,0,0.00,90,,13,0.00,
201112,C,10,-19.0,4.0,0,0.00,90,,12,0.00,
201112,C,11,-15.0,6.5,0,0.00,90,,11,0.00,
201112,C,12,-5.0,1.5,4,0.11,94,,14,0.00,
201112,C,13,-2.5,-1.0,16,0.48,110,,28,0.00,
201112,C,14,-9.0,0.0,8,0.24,118,,29,0.00,
201112,C,15,-3.0,0.5,0,0.00,118,,27,0.00,
201112,C,16,-14.5,-1.5,2,0.05,120,,28,0.00,
201112,C,17,-17.0,3.0,0,0.00,120,,27,0.00,
201112,C,18,-13.0,6.5,0,0.00,120,,26,0.00,
201112,C,19,-4.0,1.0,20,0.35,140,,44,0.00,
201112,C,20,-5.0,3.0,1,0.02,141,,37,0.00,
201112,C,21,-8.5,1.0,3,0.06,144,,37,0.00,
201112,C,22,-12.5,3.0,5,0.13,149,,38,0.00,
201112,C,23,-15.0,9.5,0,0.00,149,,36,0.00,
201112,C,24,-15.5,6.5,0,0.00,149,,35,0.00,
201112,C,25,-4.0,0.5,5,0.10,154,,37,0.00,
201112,C,26,-18.0,0.5,1,0.03,155,,36,0.00,
201112,C,27,-18.0,2.5,0,0.00,155,,35,0.00,
201112,C,28,-14.0,8.0,0,0.00,155,,33,0.00,
201112,C,29,-6.0,7.0,0,0.00,155,,32,0.00,
201112,C,30,-14.0,5.0,0,0.00,155,,31,0.00,
201112,D,01,-16.0,-1.5,0,0.00,155,,31,0.00,
201112,D,02,-17.0,0.0,0,0.00,155,,30,0.00,
201112,D,03,-9.5,-6.0,11,0.20,166,,40,0.00,
201112,D,04,-14.5,-9.0,3,0.07,169,,41,0.00,
201112,D,05,-24.0,-7.5,1,0.02,170,,39,0.00,
201112,D,06,-25.5,-8.5,1,0.03,171,,40,0.00,
201112,D,07,-21.0,0.0,0,0.00,171,,40,0.00,
201112,D,08,-17.5,-1.5,0,0.00,171,,39,0.00,
201112,D,09,-17.0,0.5,0,0.00,171,,39,0.00,
201112,D,10,-18.5,0.5,0,0.00,171,,39,0.00,
201112,D,11,-18.0,1.0,0,0.00,171,,38,0.00,
201112,D,12,-18.0,-0.5,0,0.00,171,,37,0.00,
201112,D,13,-11.5,0.5,7,0.15,178,,42,0.00,
201112,D,14,-15.0,-3.0,10,0.26,188,,47,0.00,
201112,D,15,-22.5,-2.0,0,0.00,188,,46,0.00,
201112,D,16,-23.0,-2.0,0,0.00,188,,45,0.00,
201112,D,17,-19.5,5.5,0,0.00,188,,45,0.00,
201112,D,18,-15.0,9.5,0,0.00,188,,44,0.00,
201112,D,19,-10.0,1.0,0,0.00,188,,43,0.00,
201112,D,20,-16.0,1.5,0,0.00,188,,43,0.00,
201112,D,21,-19.0,-0.5,0,0.00,188,,43,0.00,
201112,D,22,-19.0,-9.0,0,0.00,188,,43,0.00,
201112,D,23,-24.5,-6.0,0,0.00,188,,43,0.00,
201112,D,24,-20.5,4.0,0,0.00,188,,42,0.00,
201112,D,25,0.0,3.0,0,0.00,188,,42,0.00,
201112,D,26,-15.5,2.0,0,0.00,188,,42,0.00,
201112,D,27,-16.0,2.5,0,0.00,188,,42,0.00,
201112,D,28,-13.5,2.5,0,0.00,188,,42,0.00,
201112,D,29,-2.5,2.5,3,0.07,191,,43,0.00,
201112,D,30,-3.0,6.0,0,0.00,191,,43,0.00,
201112,D,31,-9.0,2.5,0,0.00,191,,42,0.00,
201112,E,01,-20.0,2.5,0,0.00,191,,41,0.00,
201112,E,02,-16.0,7.5,0,0.00,191,,41,0.00,
201112,E,03,-13.5,5.0,0,0.00,191,,41,0.00,
201112,E,04,-17.0,4.5,0,0.00,191,,41,0.00,
201112,E,05,-13.5,6.0,0,0.00,191,,41,0.00,
201112,E,06,-12.5,3.0,0,0.00,191,,41,0.00,
201112,E,07,-11.0,-2.5,22,0.37,213,,60,0.00,
201112,E,08,-19.0,0.5,3,0.06,216,,59,0.00,
201112,E,09,-20.0,2.0,0,0.00,216,,57,0.00,
201112,E,10,-17.5,4.0,0,0.00,216,,55,0.00,
201112,E,11,-15.5,-3.0,3,0.05,219,,55,0.00,
201112,E,12,-24.5,-3.5,0,0.00,219,,54,0.00,
201112,E,13,-21.5,-2.5,0,0.00,219,,53,0.00,
201112,E,14,-19.5,1.5,0,0.00,219,,53,0.00,
201112,E,15,-15.5,-2.5,0,0.00,219,,52,0.00,
201112,E,16,-13.5,-4.5,34,0.76,253,,74,0.00,
201112,E,17,-16.0,-9.0,5,0.24,258,,69,0.00,
201112,E,18,-9.0,-2.0,0,0.00,258,,64,0.00,
201112,E,19,-3.5,4.0,0,0.00,258,,60,0.00,
201112,E,20,-3.0,0.0,12,0.26,270,,66,0.00,
201112,E,21,-13.5,-4.0,19,0.54,289,,81,0.00,
201112,E,22,-16.5,-5.0,35,1.00,324,,101,0.00,
201112,E,23,-14.0,-4.5,0,0.00,324,,95,0.00,
201112,E,24,-18.5,-0.5,13,0.24,337,,100,0.00,
201112,E,25,-22.5,-2.0,0,0.00,337,,96,0.00,
201112,E,26,-16.0,1.5,0,0.00,337,,91,0.00,
201112,E,27,-17.0,-4.0,24,0.58,361,,109,0.00,
201112,E,28,-26.5,-4.5,0,0.00,361,,99,0.00,
201112,E,29,-14.0,0.0,0,0.00,361,,94,0.00,
201112,E,30,-17.0,3.5,0,0.00,361,,92,0.00,
201112,E,31,-20.5,1.0,0,0.00,361,,89,0.00,
201112,F,01,-18.0,-0.5,0,0.00,361,,88,0.00,
201112,F,02,-12.0,-0.5,2,0.04,363,,87,0.00,
201112,F,03,-16.0,-2.5,5,0.13,368,,89,0.00,
201112,F,04,-23.0,-3.0,0,0.00,368,,87,0.00,
201112,F,05,-21.0,-3.0,0,0.00,368,,86,0.00,
201112,F,06,-16.5,-2.5,7,0.17,375,,90,0.00,
201112,F,07,-24.0,-4.5,0,0.00,375,,89,0.00,
201112,F,08,-20.5,-1.0,3,0.05,378,,91,0.00,
201112,F,09,-18.0,-3.5,13,0.20,391,,99,0.00,
201112,F,10,-21.5,-1.5,0,0.00,391,,96,0.00,
201112,F,11,-15.0,3.5,4,0.09,395,,95,0.00,
201112,F,12,-10.0,-0.5,18,0.47,413,,109,0.00,
201112,F,13,-11.0,-1.5,37,0.86,450,,127,0.00,
201112,F,14,-10.5,-1.5,18,0.34,468,,131,0.00,
201112,F,15,-20.5,-1.5,3,0.05,471,,123,0.00,
201112,F,16,-19.0,0.0,1,0.01,472,,116,0.00,
