"Accepted Symbol","Synonym Symbol","Scientific Name"
"ERAI3","","Eragrostis airoides"
"ERAL24","","Eragrostis alba"
"ERAM7","","Eragrostis amabilis"
"ERAT","","Eragrostis atropioides"
"ERAT3","","Eragrostis atrovirens"
"ERBA","","Eragrostis bahiensis"
"ERBA2","","Eragrostis barrelieri"
"ERBI8","","Eragrostis bicolor"
"ERBR15","","Eragrostis brownii"
"ERCA35","","Eragrostis capensis"
"ERCA","","Eragrostis capillaris"
"ERCH15","","Eragrostis chaetophylla"
"ERCI","","Eragrostis cilianensis"
"ERCIS","","Eragrostis cilianensis ssp. starosselskyi"
"ERCI2","","Eragrostis ciliaris"
"ERCIB3","","Eragrostis ciliaris var. brachystachya"
"ERCIL2","","Eragrostis ciliaris var. laxa"
"ERCU5","","Eragrostis cumingii"
"ERCU","","Eragrostis curtipedicellata"
"ERCU2","","Eragrostis curvula"
"ERCY4","","Eragrostis cylindriflora"
"ERDE","","Eragrostis deflexa"
"ERDI16","","Eragrostis dielsii"
"EREC","","Eragrostis echinochloidea"
"EREL","","Eragrostis elliottii"
"EREL2","","Eragrostis elongata"
"ERER","","Eragrostis erosa"
"ERFE2","","Eragrostis ferruginea"
"ERFO","","Eragrostis fosbergii"
"ERFR","","Eragrostis frankii"
"ERGA2","","Eragrostis gangetica"
"ERGL6","","Eragrostis glutinosa"
"ERGR","","Eragrostis grandis"
"ERHE10","","Eragrostis heteromera"
"ERHI","","Eragrostis hirsuta"
"ERHI10","","Eragrostis hispida"
"ERHY","","Eragrostis hypnoides"
"ERIN","","Eragrostis intermedia"
"ERJA4","","Eragrostis japonica"
"ERLE","","Eragrostis lehmanniana"
"ERLE18","","Eragrostis leptocarpa"
"ERLE3","","Eragrostis leptophylla"
"ERLE4","","Eragrostis leptostachya"
"ERLU","","Eragrostis lugens"
"ERLU2","","Eragrostis lutescens"
"ERMA","","Eragrostis mauiensis"
"ERME17","","Eragrostis megalosperma"
"ERME","","Eragrostis mexicana"
"ERMEM","","Eragrostis mexicana ssp. mexicana"
"ERMEV","","Eragrostis mexicana ssp. virescens"
"ERMI5","","Eragrostis minor"
"ERMO","","Eragrostis monticola"
"EROB5","","Eragrostis obtusa"
"ERPA","","Eragrostis palmeri"
"ERPA26","","Eragrostis papposa"
"ERPA32","","Eragrostis parviflora"
"ERPA2","","Eragrostis paupera"
"ERPE","","Eragrostis pectinacea"
"ERPEM","","Eragrostis pectinacea var. miserrima"
"ERPEP2","","Eragrostis pectinacea var. pectinacea"
"ERPET3","","Eragrostis pectinacea var. tracyi"
"ERPI2","","Eragrostis pilosa"
"ERPL","","Eragrostis plana"
"ERPO15","","Eragrostis polytricha"
"ERPR7","","Eragrostis prolifera"
"ERRE","","Eragrostis refracta"
"ERRI3","","Eragrostis rigidior"
"ERSA20","","Eragrostis sarmentosa"
"ERSC","","Eragrostis scabriflora"
"ERSC3","","Eragrostis scaligera"
"ERSE","","Eragrostis secundiflora"
"ERSEO","","Eragrostis secundiflora ssp. oxylepis"
"ERSES3","","Eragrostis secundiflora ssp. secundiflora"
"ERSE2","","Eragrostis sessilispica"
"ERSI","","Eragrostis silveana"
"ERSP17","","Eragrostis speciosa"
"ERSP","","Eragrostis spectabilis"
"ERSP2","","Eragrostis spicata"
"ERSU","","Eragrostis superba"
"ERSW","","Eragrostis swallenii"
"ERTE","","Eragrostis tef"
"ERTE19","","Eragrostis tenuifolia"
"ERTR25","","Eragrostis tremula"
"ERTR3","","Eragrostis trichodes"
"ERTR23","","Eragrostis trichophora"
"ERUN","","Eragrostis unioloides"
"ERUR","","Eragrostis urbaniana"
"ERVA","","Eragrostis variabilis"
"ERVI23","","Eragrostis viscosa"
"ERCI10","","Eremochloa ciliaris"
"ERLE20","","Eremochloa leersioides"
"EROP","","Eremochloa ophiuroides"
"ERBO3","","Eremopyrum bonaepartis"
"EROR7","","Eremopyrum orientale"
"ERSQ2","","Eremopyrum squarrosum"
"ERTR13","","Eremopyrum triticeum"
"ERAR30","","Eriachne aristidea"
"ERAR31","","Eriachne armittii"
"ERPA27","","Eriachne pallescens"
"ERAC4","","Eriochloa acuminata"
"ERACA","","Eriochloa acuminata var. acuminata"
"ERACM","","Eriochloa acuminata var. minor"
"ERAR5","","Eriochloa aristata"
"ERAU8","","Eriochloa australiensis"
"ERCO8","","Eriochloa contracta"
"ERCR12","","Eriochloa crebra"
"ERFA3","","Eriochloa fatmensis"
"ERLE7","","Eriochloa lemmonii"
"ERME18","","Eriochloa meyeriana"
"ERMI3","","Eriochloa michauxii"
"ERMIM","","Eriochloa michauxii var. michauxii"
"ERMIS","","Eriochloa michauxii var. simpsonii"
"ERPO3","","Eriochloa polystachya"
"ERPS80","","Eriochloa pseudoacrotricha"
"ERPU4","","Eriochloa punctata"
"ERSE5","","Eriochloa sericea"
"ERVI3","","Eriochloa villosa"
"ERCA16","","Eriochrysis cayennensis"
"ERAV","","Erioneuron avenaceum"
"ERNE9","","Erioneuron nealleyi"
"ERPI5","","Erioneuron pilosum"
"ERBE4","","Eriophorum ×beringianum"
"ERCH11","","Eriophorum ×churchillianum"
"ERME14","","Eriophorum ×medium"
"ERMEM3","","Eriophorum ×medium ssp. ×medium"
"ERMEA","","Eriophorum ×medium ssp. album"
"ERPO7","","Eriophorum ×porsildii"
"ERPY3","","Eriophorum ×pylaieanum"
"ERRO4","","Eriophorum ×rousseauanum"
"ERAL7","","Eriophorum altaicum"
"ERALA4","","Eriophorum altaicum var. altaicum"
"ERALN","","Eriophorum altaicum var. neogaeum"
"ERAN6","","Eriophorum angustifolium"
"ERANA3","","Eriophorum angustifolium ssp. angustifolium"
"ERANT","","Eriophorum angustifolium ssp. triste"
"ERBR6","","Eriophorum brachyantherum"
"ERBRB6","","Eriophorum brachyantherum var. brachyantherum"
"ERCA13","","Eriophorum callitrix"
"ERCAC2","","Eriophorum callitrix var. callitrix"
"ERCAM","","Eriophorum callitrix var. moravium"
"ERCH7","","Eriophorum chamissonis"
"ERGR8","","Eriophorum gracile"
"ERGRC2","","Eriophorum gracile var. caurianum"
"ERGRG2","","Eriophorum gracile var. gracile"
"ERRU2","","Eriophorum russeolum"
"ERRUA","","Eriophorum russeolum var. albidum"
"ERRUM","","Eriophorum russeolum var. majus"
"ERRUR2","","Eriophorum russeolum var. russeolum"
"ERSC2","","Eriophorum scheuchzeri"
"ERTE12","","Eriophorum tenellum"
"ERVA4","","Eriophorum vaginatum"
"ERVAS","","Eriophorum vaginatum var. spissum"
"ERVAV","","Eriophorum vaginatum var. vaginatum"
"ERVI8","","Eriophorum virginicum"
"ERVI9","","Eriophorum viridicarinatum"
"EUCO11","","Euclasta condylotricha"
"EUAU3","","Eulalia aurea"
"EUBI10","","Eulaliopsis binata"
"EUDI8","","Eustachys distichophylla"
"EUFL3","","Eustachys floridana"
"EUGL5","","Eustachys glauca"
"EUNE","","Eustachys neglecta"
"EUPA27","","Eustachys paspaloides"
"EUPAC","","Eustachys paspaloides ssp. caribaea"
"EUPE9","","Eustachys petraea"
"EURE5","","Eustachys retusa"
"EUUL","","Eustachys uliginosa"
"FEVI7","","Festuca ×villosa-vivipara"
"FEAI","","Festuca airoides"
"FEAL4","","Festuca aloha"
"FEAL","","Festuca altaica"
"FEAL2","","Festuca altissima"
"FEAM3","","Festuca amethystina"
"FEAM5","","Festuca ammobia"
"FEAM4","","Festuca ampla"
"FEAR2","","Festuca arizonica"
"FEAR4","","Festuca arvernensis"
"FEAU","","Festuca auriculata"
"FEBA","","Festuca baffinensis"
"FEBE","","Festuca beckeri"
"FEBEP","","Festuca beckeri ssp. polesica"
"FEBR","","Festuca brachyphylla"
"FEBRB","","Festuca brachyphylla ssp. brachyphylla"
"FEBRC","","Festuca brachyphylla ssp. coloradensis"
"FEBR7","","Festuca brevipila"
"FEBR2","","Festuca brevissima"
"FEBU","","Festuca burnatii"
"FECA5","","Festuca caerulescens"
"FECA","","Festuca californica"
"FECA6","","Festuca calligera"
"FECA4","","Festuca campestris"
"FECR2","","Festuca cretacea"
"FEDA","","Festuca dasyclada"
"FEDI2","","Festuca dimorpha"
"FEDR2","","Festuca drymeja"
"FEDU2","","Festuca durandoi"
"FEEA3","","Festuca earlei"
"FEED","","Festuca edlundiae"
"FEEL3","","Festuca elegans"
"FEEL2","","Festuca elmeri"
"FEES","","Festuca eskia"
"FEEX","","Festuca extremiorientalis"
"FEFI","","Festuca filiformis"
"FEGR2","","Festuca groenlandica"
"FEHA3","","Festuca hallii"
"FEHA","","Festuca hawaiiensis"
"FEHE3","","Festuca hervieri"
"FEHE2","","Festuca heteromalla"
"FEHE","","Festuca heterophylla"
"FEHY","","Festuca hyperborea"
"FEID","","Festuca idahoensis"
"FEIDI2","","Festuca idahoensis ssp. idahoensis"
"FEIDR2","","Festuca idahoensis ssp. roemeri"
"FEKA","","Festuca kashmiriana"
"FEKI3","","Festuca kitaibeliana"
"FELE","","Festuca lenensis"
"FELI","","Festuca ligulata"
"FEMA2","","Festuca mairei"
"FEMI3","","Festuca minutiflora"
"FEMO","","Festuca molokaiensis"
"FENO","","Festuca novae-zelandiae"
"FEOC","","Festuca occidentalis"
"FEOV","","Festuca ovina"
"FEPA4","","Festuca pallens"
"FEPA5","","Festuca pallescens"
"FEPA2","","Festuca paradoxa"
"FEPA6","","Festuca parishii"
"FEPI","","Festuca picturata"
"FEPO3","","Festuca porcii"
"FEPS2","","Festuca psammophila"
"FEPS3","","Festuca pseudodalmatica"
"FEPS4","","Festuca pseudovina"
"FEPS5","","Festuca pseudovivipara"
"FERI5","","Festuca rigescens"
"FERI4","","Festuca rivularis"
"FERU2","","Festuca rubra"
"FERUA6","","Festuca rubra ssp. arctica"
"FERUA3","","Festuca rubra ssp. arenaria"
"FERUA","","Festuca rubra ssp. aucta"
"FERUF3","","Festuca rubra ssp. fallax"
"FERUM8","","Festuca rubra ssp. mediana"
"FERUP5","","Festuca rubra ssp. pruinosa"
"FERUR2","","Festuca rubra ssp. rubra"
"FERUP3","","Festuca rubra ssp. rubra var. planifolia"
"FERUS","","Festuca rubra ssp. secunda"
"FERUV","","Festuca rubra ssp. vallicola"
"FERU3","","Festuca rupicaprina"
"FERU4","","Festuca rupicola"
"FESA","","Festuca saximontana"
"FESAP","","Festuca saximontana var. purpusiana"
"FESAS","","Festuca saximontana var. saximontana"
"FESC4","","Festuca scabra"
"FESC5","","Festuca scabriuscula"
"FESC6","","Festuca sclerophylla"
"FESO","","Festuca sororia"
"FESP","","Festuca spectabilis"
"FEST","","Festuca stricta"
"FESU","","Festuca subulata"
"FESU2","","Festuca subuliflora"
"FESU3","","Festuca subverticillata"
"FETA","","Festuca tatrae"
"FETH","","Festuca thurberi"
"FEVA2","","Festuca valesiaca"
"FEVAS","","Festuca valesiaca ssp. saxatilis"
"FEVAV","","Festuca valesiaca ssp. valesiaca"
"FEVE","","Festuca versuta"
"FEVI6","","Festuca violacea"
"FEVI","","Festuca viridula"
"FEVI4","","Festuca viviparoidea"
"FEVIK2","","Festuca viviparoidea ssp. krajinae"
"FEVIV5","","Festuca viviparoidea ssp. viviparoidea"
"FEWA","","Festuca washingtonica"
"FEXA2","","Festuca xanthina"
"FEFR2","","×Festulolium fredericii"
"FIAE","","Fimbristylis aestivalis"
"FIAN","","Fimbristylis annua"
"FIAU2","","Fimbristylis autumnalis"
"FIBO","","Fimbristylis boninensis"
"FIBR2","","Fimbristylis brevivaginata"
"FICA3","","Fimbristylis caroliniana"
"FICA4","","Fimbristylis castanea"
"FICO","","Fimbristylis complanata"
"FICY","","Fimbristylis cymosa"
"FICYC","","Fimbristylis cymosa ssp. cymosa"
"FICYU","","Fimbristylis cymosa ssp. umbellatacapitata"
"FIDE3","","Fimbristylis decipiens"
"FIDI","","Fimbristylis dichotoma"
"FIFE","","Fimbristylis ferruginea"
"FIGL","","Fimbristylis globulosa"
"FIHA6","","Fimbristylis harrisii"
"FIHA","","Fimbristylis hawaiiensis"
"FIIN","","Fimbristylis inaguensis"
"FILI3","","Fimbristylis littoralis"
"FIMIT","","Fimbristylis microcarya var. tainanensis"
"FINU2","","Fimbristylis nutans"
"FIPA8","","Fimbristylis palauensis"
"FIPA6","","Fimbristylis pauciflora"
"FIPE","","Fimbristylis perpusilla"
"FIPU","","Fimbristylis puberula"
"FIPUI","","Fimbristylis puberula var. interior"
"FIPUP","","Fimbristylis puberula var. puberula"
"FIQU","","Fimbristylis quinquangularis"
"FISC","","Fimbristylis schoenoides"
"FISP4","","Fimbristylis spadicea"
"FITH","","Fimbristylis thermalis"
"FITO","","Fimbristylis tomentosa"
"FITR2","","Fimbristylis tristachya"
"FIVA","","Fimbristylis vahlii"
"FIAF","","Fingerhuthia africana"
"FISE2","","Fingerhuthia sesleriiformis"
"FUBR","","Fuirena breviseta"
"FUBU","","Fuirena bushii"
"FUCO","","Fuirena coerulescens"
"FULO","","Fuirena longa"
"FUPU","","Fuirena pumila"
"FURO","","Fuirena robusta"
"FUSC","","Fuirena scirpoidea"
"FUSI","","Fuirena simplex"
"FUSIA","","Fuirena simplex var. aristulata"
"FUSIS","","Fuirena simplex var. simplex"
"FUSQ","","Fuirena squarrosa"
"FUUM","","Fuirena umbellata"
"GAAS5","","Gahnia aspera"
"GAASG","","Gahnia aspera ssp. globosa"
"GABE","","Gahnia beecheyi"
"GALA7","","Gahnia lanaiensis"
"GAVI3","","Gahnia vitiensis"
"GAVIK","","Gahnia vitiensis ssp. kauaiensis"
"GAST3","","Garnotia stricta"
"GAPH2","","Gastridium phleoides"
"GAFR6","","Gaudinia fragilis"
"GIAP","","Gigantochloa apus"
"GIVE","","Gigantochloa verticillata"
"GLGA","","Glyceria ×gatineauensis"
"GLOC","","Glyceria ×occidentalis"
"GLAC","","Glyceria acutiflora"
"GLAR","","Glyceria arkansana"
"GLBO","","Glyceria borealis"
"GLCA","","Glyceria canadensis"
"GLDE","","Glyceria declinata"
"GLFL2","","Glyceria fluitans"
"GLGR","","Glyceria grandis"
"GLGRG","","Glyceria grandis var. grandis"
"GLGRK","","Glyceria grandis var. komarovii"
"GLLA","","Glyceria laxa"
"GLLE2","","Glyceria leptostachya"
"GLMA3","","Glyceria maxima"
"GLME2","","Glyceria melicaria"
"GLNU","","Glyceria nubigena"
"GLOB","","Glyceria obtusa"
"GLPU2","","Glyceria pulchella"
"GLSE3","","Glyceria septentrionalis"
"GLST","","Glyceria striata"
"GYAM","","Gymnopogon ambiguus"
"GYBR","","Gymnopogon brevifolius"
"GYCH","","Gymnopogon chapmanianus"
"GYFO","","Gymnopogon foliosus"
"GYSA","","Gynerium sagittatum"
"HAGR3","","Hackelochloa granularis"
"HACY","","Hainardia cylindrica"
"HAMA9","","Hakonechloa macra"
"HEBR10","","Helictotrichon bromoides"
"HECO32","","Helictotrichon compressum"
"HEDA3","","Helictotrichon dahuricum"
"HEMO3","","Helictotrichon mortonianum"
"HEPR11","","Helictotrichon pratense"
"HESU13","","Helictotrichon sulcatum"
"HEVE8","","Helictotrichon versicolor"
"HEAL5","","Hemarthria altissima"
"HECO26","","Hesperostipa comata"
"HECOC8","","Hesperostipa comata ssp. comata"
"HECOI","","Hesperostipa comata ssp. intermedia"
"HECU9","","Hesperostipa curtiseta"
"HENE5","","Hesperostipa neomexicana"
"HESP11","","Hesperostipa spartea"
"HEPI9","","Heteranthelium piliferum"
"HECO10","","Heteropogon contortus"
"HEME","","Heteropogon melanocarpus"
"HIHI","","Hierochloe hirta"
"HIHIA","","Hierochloe hirta ssp. arctica"
"HIHIH2","","Hierochloe hirta ssp. hirta"
"HIOC","","Hierochloe occidentalis"
"HIOD","","Hierochloe odorata"
"HIODD2","","Hierochloe odorata ssp. dahurica"
"HIPA3","","Hierochloe pauciflora"
"HIBE","","Hilaria belangeri"
"HIBEB","","Hilaria belangeri var. belangeri"
"HIBEL","","Hilaria belangeri var. longifolia"
"HICE2","","Hilaria cenchroides"
"HISW","","Hilaria swallenii"
"HOLA","","Holcus lanatus"
"HOMO","","Holcus mollis"
"HOGL3","","Homolepis glutinosa"
"HOPR3","","Homopholis proluta"
"HOEU","","Hordelymus europaeus"
"HOAR","","Hordeum arizonicum"
"HOBO5","","Hordeum bogdanii"
"HOBR2","","Hordeum brachyantherum"
"HOBRB2","","Hordeum brachyantherum ssp. brachyantherum"
"HOBRC2","","Hordeum brachyantherum ssp. californicum"
"HOBR5","","Hordeum brevisubulatum"
"HOBU","","Hordeum bulbosum"
"HOCO4","","Hordeum comosum"
"HODE2","","Hordeum depressum"
"HOIN2","","Hordeum intercedens"
"HOJU","","Hordeum jubatum"
"HOJUI","","Hordeum jubatum ssp. intermedium"
"HOJUJ","","Hordeum jubatum ssp. jubatum"
"HOMA2","","Hordeum marinum"
"HOMAG","","Hordeum marinum ssp. gussoneanum"
"HOMAM","","Hordeum marinum ssp. marinum"
"HOMU","","Hordeum murinum"
"HOMUG","","Hordeum murinum ssp. glaucum"
"HOMUL","","Hordeum murinum ssp. leporinum"
"HOMUM","","Hordeum murinum ssp. murinum"
"HOPA9","","Hordeum parodii"
"HOPU","","Hordeum pusillum"
"HOPUE2","","Hordeum pusillum ssp. euclaston"
"HOSE8","","Hordeum secalinum"
"HOSP","","Hordeum spontaneum"
"HOVU","","Hordeum vulgare"
"HYAR9","","Hygroryza aristata"
"HYAM2","","Hymenachne amplexicaulis"
"HYAN6","","Hyparrhenia anthistirioides"
"HYCY2","","Hyparrhenia cymbaria"
"HYDR4","","Hyparrhenia dregeana"
"HYFI3","","Hyparrhenia filipendula"
"HYHI","","Hyparrhenia hirta"
"HYPI","","Hyparrhenia pilgeriana"
"HYRU2","","Hyparrhenia rufa"
"HYVI3","","Hypogynium virgatum"
"HYDI5","","Hypolytrum dissitiflorum"
"HYFL2","","Hypolytrum flavinux"
"HYNE4","","Hypolytrum nemorum"
"HYNEV","","Hypolytrum nemorum ssp. vitiense"
"ICNE","","Ichnanthus nemorosus"
"ICPA","","Ichnanthus pallens"
"ICPAM","","Ichnanthus pallens var. majus"
"ICPAP","","Ichnanthus pallens var. pallens"
"ICTE","","Ichnanthus tenuis"
"IMBR","","Imperata brasiliensis"
"IMBR2","","Imperata brevifolia"
"IMCO2","","Imperata conferta"
"IMCO","","Imperata contracta"
"IMCY","","Imperata cylindrica"
"ISAN","","Isachne angustifolia"
"ISCA5","","Isachne carolinensis"
"ISCO2","","Isachne confusa"
"ISDI","","Isachne distichophylla"
"ISGL","","Isachne globosa"
"ISGLG","","Isachne globosa var. globosa"
"ISMI2","","Isachne miliacea"
"ISMIM2","","Isachne miliacea var. minutula"
"ISMY3","","Isachne myosotis"
"ISPA","","Isachne pallens"
"ISPO2","","Isachne polygonoides"
"ISPU2","","Isachne pulchella"
"ISPU3","","Isachne purpurascens"
"ISAU2","","Ischaemum aureum"
"ISBY","","Ischaemum byrone"
"ISCH","","Ischaemum chordatum"
"ISDI6","","Ischaemum digitatum"
"ISFA2","","Ischaemum fasciculatum"
"ISIN3","","Ischaemum indicum"
"ISLO4","","Ischaemum longisetum"
"ISLOL","","Ischaemum longisetum var. longisetum"
"ISMU","","Ischaemum muticum"
"ISMUA","","Ischaemum muticum var. aristuliferum"
"ISMUM","","Ischaemum muticum var. muticum"
"ISPO3","","Ischaemum polystachyum"
"ISPOP","","Ischaemum polystachyum var. polystachyum"
"ISRU","","Ischaemum rugosum"
"ISRUS","","Ischaemum rugosum var. segetum"
"ISTI3","","Ischaemum timorense"
"ISTU3","","Ischaemum tumidum"
"ISMA5","","Iseilema macratherum"
"ISAL4","","Isoetes ×altonharvillii"
"ISBR5","","Isoetes ×brittonii"
"ISBR8","","Isoetes ×bruntonii"
"ISCA8","","Isoetes ×carltaylorii"
"ISDO","","Isoetes ×dodgei"
"ISEA","","Isoetes ×eatonii"
"ISEC3","","Isoetes ×echtuckeri"
"ISFA","","Isoetes ×fairbrothersii"
"ISFO","","Isoetes ×foveolata"
"ISHA4","","Isoetes ×harveyi"
"ISHE","","Isoetes ×heterospora"
"ISHI2","","Isoetes ×hickeyi"
"ISJE2","","Isoetes ×jeffreyi"
"ISNO","","Isoetes ×novae-angliae"
"ISPS","","Isoetes ×pseudotruncata"
"ISTR2","","Isoetes ×truncata"
"ISAC","","Isoetes acadiensis"
"ISAP","","Isoetes appalachiana"
"ISBO","","Isoetes bolanderi"
"ISBO2","","Isoetes boomii"
"ISBU","","Isoetes butleri"
"ISEN","","Isoetes engelmannii"
"ISFL","","Isoetes flaccida"
"ISFLA","","Isoetes flaccida var. alata"
"ISFLC","","Isoetes flaccida var. chapmanii"
"ISFLF","","Isoetes flaccida var. flaccida"
"ISFLR2","","Isoetes flaccida var. rigida"
"ISGE","","Isoetes georgiana"
"ISHA5","","Isoetes hawaiiensis"
"ISHO","","Isoetes howellii"
"ISHY","","Isoetes hyemalis"
"ISJU2","","Isoetes junciformis"
"ISLA","","Isoetes lacustris"
"ISLI","","Isoetes lithophila"
"ISLO","","Isoetes louisianensis"
"ISMA","","Isoetes macrospora"
"ISMA3","","Isoetes maritima"
"ISMA7","","Isoetes mattaponica"
"ISME","","Isoetes melanopoda"
"ISME3","","Isoetes melanospora"
"ISMI3","","Isoetes microvela"
"ISMI4","","Isoetes minima"
"ISNU","","Isoetes nuttallii"
"ISOC","","Isoetes occidentalis"
"ISOR","","Isoetes orcuttii"
"ISPI","","Isoetes piedmontana"
"ISPR","","Isoetes prototypus"
"ISRI","","Isoetes riparia"
"ISRIA","","Isoetes riparia var. amesii"
"ISRIR","","Isoetes riparia var. riparia"
"ISSA","","Isoetes saccharata"
"ISTE","","Isoetes tegetiformans"
"ISTE5","","Isoetes tenella"
"ISTE7","","Isoetes texana"
"ISTU","","Isoetes tuckermanii"
"ISVA2","","Isoetes valida"
"ISVI","","Isoetes virginica"
"ISCA6","","Isolepis carinata"
"ISCE","","Isolepis cernua"
"ISFL4","","Isolepis fluitans"
"ISHY2","","Isolepis hystrix"
"ISMO2","","Isolepis molesta"
"ISPR2","","Isolepis prolifera"
"ISSE2","","Isolepis setacea"
"IXUN","","Ixophorus unisetus"
"JAPL","","Jarava plumosa"
"JUAL3","","Juncus ×alpiniformis"
"JUFU","","Juncus ×fulvescens"
"JUGR3","","Juncus ×gracilescens"
"JULE6","","Juncus ×lemieuxii"
"JUNO3","","Juncus ×nodosiformis"
"JUOR2","","Juncus ×oronensis"
"JUST2","","Juncus ×stuckeyi"
"JUAB","","Juncus abortivus"
"JUAC","","Juncus acuminatus"
"JUAC3","","Juncus acutiflorus"
"JUAC2","","Juncus acutus"
"JUACL","","Juncus acutus ssp. leopoldii"
"JUAL2","","Juncus albescens"
"JUAL4","","Juncus alpinoarticulatus"
"JUALN","","Juncus alpinoarticulatus ssp. nodulosus"
"JUAM3","","Juncus ambiguus"
"JUAN3","","Juncus anthelatus"
"JUAR2","","Juncus arcticus"
"JUARA","","Juncus arcticus ssp. alaskanus"
"JUARA5","","Juncus arcticus ssp. arcticus"
"JUARL","","Juncus arcticus ssp. littoralis"
"JUAR4","","Juncus articulatus"
"JUBI","","Juncus biflorus"
"JUBI2","","Juncus biglumis"
"JUBO","","Juncus bolanderi"
"JUBR","","Juncus brachycarpus"
"JUBR2","","Juncus brachycephalus"
"JUBR3","","Juncus brachyphyllus"
"JUBR4","","Juncus brevicaudatus"
"JUBR10","","Juncus breweri"
"JUBR5","","Juncus bryoides"
"JUBU","","Juncus bufonius"
"JUBUB","","Juncus bufonius var. bufonius"
"JUBUC2","","Juncus bufonius var. congestus"
"JUBUO","","Juncus bufonius var. occidentalis"
"JUBU2","","Juncus bulbosus"
"JUCA2","","Juncus caesariensis"
"JUCA3","","Juncus canadensis"
"JUCA4","","Juncus capillaris"
"JUCA5","","Juncus capitatus"
"JUCA6","","Juncus castaneus"
"JUCAC2","","Juncus castaneus ssp. castaneus"
"JUCAC6","","Juncus castaneus ssp. castaneus var. castaneus"
"JUCAL","","Juncus castaneus ssp. leucochlamys"
"JUCH","","Juncus chlorocephalus"
"JUCO","","Juncus compressus"
"JUCO2","","Juncus confusus"
"JUCO3","","Juncus cooperi"
"JUCO4","","Juncus coriaceus"
"JUCO5","","Juncus covillei"
"JUCOC","","Juncus covillei var. covillei"
"JUCOO","","Juncus covillei var. obtusatus"
"JUCY","","Juncus cyperoides"
"JUDE","","Juncus debilis"
"JUDI","","Juncus dichotomus"
"JUDI2","","Juncus diffusissimus"
"JUDI3","","Juncus digitatus"
"JUDR","","Juncus drummondii"
"JUDRD","","Juncus drummondii var. drummondii"
"JUDRS","","Juncus drummondii var. subtriflorus"
"JUDU","","Juncus dubius"
"JUDU2","","Juncus dudleyi"
"JUDU3","","Juncus duranii"
"JUEF","","Juncus effusus"
"JUEFB","","Juncus effusus var. brunneus"
"JUEFC2","","Juncus effusus var. conglomeratus"
"JUEFD","","Juncus effusus var. decipiens"
"JUEFE2","","Juncus effusus var. effusus"
"JUEFE","","Juncus effusus var. exiguus"
"JUEFG","","Juncus effusus var. gracilis"
"JUEFP","","Juncus effusus var. pacificus"
"JUEFP2","","Juncus effusus var. pylaei"
"JUEFS","","Juncus effusus var. solutus"
"JUEL","","Juncus elliottii"
"JUELE","","Juncus elliottii var. elliottii"
"JUELP","","Juncus elliottii var. polyanthemus"
"JUEN","","Juncus ensifolius"
"JUFA","","Juncus falcatus"
"JUFAF2","","Juncus falcatus ssp. falcatus"
"JUFAS2","","Juncus falcatus ssp. sitchensis"
"JUFA4","","Juncus fascinatus"
"JUFI","","Juncus filiformis"
"JUFI2","","Juncus filipendulus"
"JUGE2","","Juncus georgianus"
"JUGE","","Juncus gerardii"
"JUGEG","","Juncus gerardii var. gerardii"
"JUGEP","","Juncus gerardii var. pedicellatus"
"JUGL","","Juncus glomeratus"
"JUGR","","Juncus greenei"
"JUGY","","Juncus gymnocarpus"
"JUHA2","","Juncus haenkei"
"JUHA","","Juncus hallii"
"JUHE","","Juncus hemiendytus"
"JUHEA","","Juncus hemiendytus var. abjectus"
"JUHEH","","Juncus hemiendytus var. hemiendytus"
"JUHO","","Juncus howellii"
"JUIN","","Juncus inflexus"
"JUIN2","","Juncus interior"
"JUINA","","Juncus interior var. arizonicus"
"JUINI","","Juncus interior var. interior"
"JUINN","","Juncus interior var. neomexicanus"
"JUKE","","Juncus kelloggii"
"JULE2","","Juncus leiospermus"
"JULEA","","Juncus leiospermus var. ahartii"
"JULEL","","Juncus leiospermus var. leiospermus"
"JULE","","Juncus lesueurii"
"JULO2","","Juncus longii"
"JULO","","Juncus longistylis"
"JULOL","","Juncus longistylis var. longistylis"
"JULOS","","Juncus longistylis var. scabratus"
"JULU2","","Juncus luciensis"
"JUMA2","","Juncus macrandrus"
"JUMA3","","Juncus macrophyllus"
"JUMA4","","Juncus marginatus"
"JUMA5","","Juncus maritimus"
"JUME","","Juncus megacephalus"
"JUME3","","Juncus mertensianus"
"JUME4","","Juncus mexicanus"
"JUMI2","","Juncus militaris"
"JUNE","","Juncus nevadensis"
"JUNEB","","Juncus nevadensis var. badius"
"JUNEC","","Juncus nevadensis var. columbianus"
"JUNEI","","Juncus nevadensis var. inventus"
"JUNEN","","Juncus nevadensis var. nevadensis"
"JUNO","","Juncus nodatus"
"JUNO2","","Juncus nodosus"
"JUNOM","","Juncus nodosus var. meridianus"
"JUNON","","Juncus nodosus var. nodosus"
"JUOC2","","Juncus occidentalis"
"JUOR","","Juncus orthophyllus"
"JUOX","","Juncus oxymeris"
"JUPA9","","Juncus pallidus"
"JUPA3","","Juncus paludosus"
"JUPA","","Juncus parryi"
"JUPA2","","Juncus patens"
"JUPE","","Juncus pelocarpus"
"JUPH","","Juncus phaeocephalus"
"JUPHP","","Juncus phaeocephalus var. paniculatus"
"JUPHP2","","Juncus phaeocephalus var. phaeocephalus"
"JUPL","","Juncus planifolius"
"JUPO2","","Juncus polyanthemos"
