Plant,Year,Month,Day,Date
Nerine bowdenii ,1991,10,5,10/5/91
Nerine bowdenii ,1991,10,12,10/12/91
Nerine bowdenii ,1991,10,19,10/19/91
Nerine bowdenii ,1991,10,26,10/26/91
Nerine bowdenii ,1991,11,2,11/2/91
Nerine bowdenii ,1991,11,9,11/9/91
Nerine bowdenii ,1991,11,16,11/16/91
Nerine bowdenii ,1991,11,23,11/23/91
Nerine bowdenii ,1991,11,30,11/30/91
Nerine bowdenii ,1991,12,7,12/7/91
Nerine bowdenii ,1992,9,19,9/19/92
Nerine bowdenii ,1992,9,26,9/26/92
Nerine bowdenii ,1992,10,10,10/10/92
Nerine bowdenii ,1992,10,17,10/17/92
Nerine bowdenii ,1992,10,24,10/24/92
Nerine bowdenii ,1992,10,31,10/31/92
Nerine bowdenii ,1992,11,7,11/7/92
Nerine bowdenii ,1992,11,14,11/14/92
Nerine bowdenii ,1992,11,21,11/21/92
Nerine bowdenii ,1992,11,28,11/28/92
Nerine bowdenii ,1992,12,5,12/5/92
Nerine bowdenii ,1992,12,12,12/12/92
Nerine bowdenii ,1992,12,19,12/19/92
Nerine bowdenii ,1992,12,27,12/27/92
Nerine bowdenii ,1993,9,18,9/18/93
Nerine bowdenii ,1993,9,25,9/25/93
Nerine bowdenii ,1993,10,2,10/2/93
Nerine bowdenii ,1993,10,9,10/9/93
Nerine bowdenii ,1993,10,16,10/16/93
Nerine bowdenii ,1993,10,23,10/23/93
Nerine bowdenii ,1993,10,30,10/30/93
Nerine bowdenii ,1993,11,6,11/6/93
Nerine bowdenii ,1993,11,13,11/13/93
Nerine bowdenii ,1993,11,20,11/20/93
Nerine bowdenii ,1993,11,27,11/27/93
Nerine bowdenii ,1993,12,4,12/4/93
Nerine bowdenii ,1993,12,11,12/11/93
Nerine bowdenii ,1994,10,8,10/8/94
Nerine bowdenii ,1994,10,15,10/15/94
Nerine bowdenii ,1994,10,22,10/22/94
Nerine bowdenii ,1994,10,29,10/29/94
Nerine bowdenii ,1994,11,5,11/5/94
Nerine bowdenii ,1994,11,12,11/12/94
Nerine bowdenii ,1994,11,19,11/19/94
Nerine bowdenii ,1994,11,26,11/26/94
Nerine bowdenii ,1994,12,3,12/3/94
Nerine bowdenii ,1994,12,10,12/10/94
Nerine bowdenii ,1994,12,17,12/17/94
Nerine bowdenii ,1995,9,30,9/30/95
Nerine bowdenii ,1995,10,7,10/7/95
Nerine bowdenii ,1995,10,14,10/14/95
Nerine bowdenii ,1995,10,21,10/21/95
Nerine bowdenii ,1995,10,28,10/28/95
Nerine bowdenii ,1995,11,4,11/4/95
Nerine bowdenii ,1995,11,11,11/11/95
Nerine bowdenii ,1995,11,18,11/18/95
Nerine bowdenii ,1995,11,25,11/25/95
Nerine bowdenii ,1995,12,2,12/2/95
Nerine bowdenii ,1995,12,28,12/28/95
Nerine bowdenii ,1996,10,19,10/19/96
Nerine bowdenii ,1996,10,26,10/26/96
Nerine bowdenii ,1996,11,2,11/2/96
Nerine bowdenii ,1996,11,9,11/9/96
Nerine bowdenii ,1996,11,16,11/16/96
Nerine bowdenii ,1996,11,23,11/23/96
Nerine bowdenii ,1996,11,30,11/30/96
Nerine bowdenii ,1996,12,7,12/7/96
Nerine bowdenii ,1996,12,14,12/14/96
Nerine bowdenii ,1996,12,21,12/21/96
Nerine bowdenii ,1997,1,4,1/4/97
Nerine bowdenii ,1997,9,20,9/20/97
Nerine bowdenii ,1997,9,27,9/27/97
Nerine bowdenii ,1997,10,4,10/4/97
Nerine bowdenii ,1997,10,11,10/11/97
Nerine bowdenii ,1997,10,25,10/25/97
Nerine bowdenii ,1997,11,1,11/1/97
Nerine bowdenii ,1997,11,8,11/8/97
Nerine bowdenii ,1997,11,15,11/15/97
Nerine bowdenii ,1997,11,22,11/22/97
Nerine bowdenii ,1998,9,26,9/26/98
Nerine bowdenii ,1998,10,3,10/3/98
Nerine bowdenii ,1998,10,17,10/17/98
Nerine bowdenii ,1998,10,31,10/31/98
Nerine bowdenii ,1998,11,7,11/7/98
Nerine bowdenii ,1998,11,14,11/14/98
Nerine bowdenii ,1998,11,21,11/21/98
Nerine bowdenii ,1998,11,28,11/28/98
Nerine bowdenii ,1998,12,12,12/12/98
Nerine bowdenii ,1999,9,25,9/25/99
Nerine bowdenii ,1999,10,2,10/2/99
Nerine bowdenii ,1999,10,16,10/16/99
Nerine bowdenii ,1999,10,30,10/30/99
Nerine bowdenii ,1999,11,13,11/13/99
Nerine bowdenii ,1999,11,27,11/27/99
Nerine bowdenii ,1999,12,4,12/4/99
Nerine bowdenii ,2000,10,7,10/7/00
Nerine bowdenii ,2000,10,14,10/14/00
Nerine bowdenii ,2000,10,28,10/28/00
Nerine bowdenii ,2000,11,11,11/11/00
Nerine bowdenii ,2000,11,25,11/25/00
Nerine bowdenii ,2000,12,2,12/2/00
Nerine bowdenii ,2000,12,9,12/9/00
Nerine bowdenii ,2000,12,16,12/16/00
Nerine bowdenii ,2000,12,23,12/23/00
Nerine bowdenii ,2000,12,30,12/30/00
Nerine bowdenii ,2001,9,29,9/29/01
Nerine bowdenii ,2001,10,13,10/13/01
Nerine bowdenii ,2001,10,27,10/27/01
Nerine bowdenii ,2001,11,3,11/3/01
Nerine bowdenii ,2001,11,10,11/10/01
Nerine bowdenii ,2001,11,17,11/17/01
Nerine bowdenii ,2001,11,24,11/24/01
Nerine bowdenii ,2001,12,1,12/1/01
Nerine bowdenii ,2001,12,8,12/8/01
Nerine bowdenii ,2001,12,15,12/15/01
Nerine bowdenii ,2001,12,22,12/22/01
Nerine bowdenii ,2001,12,29,12/29/01
Nerine bowdenii ,2002,1,5,1/5/02
Nerine bowdenii ,2002,9,21,9/21/02
Nerine bowdenii ,2002,9,28,9/28/02
Nerine bowdenii ,2002,10,12,10/12/02
Nerine bowdenii ,2002,10,26,10/26/02
Nerine bowdenii ,2002,11,2,11/2/02
Nerine bowdenii ,2002,11,9,11/9/02
Nerine bowdenii ,2002,11,16,11/16/02
Nerine bowdenii ,2002,11,23,11/23/02
Nerine bowdenii ,2002,11,30,11/30/02
Nerine bowdenii ,2002,12,7,12/7/02
Nerine bowdenii ,2002,12,14,12/14/02
Nerine bowdenii ,2002,12,21,12/21/02
Nerine bowdenii ,2002,12,28,12/28/02
Nerine bowdenii ,2003,1,4,1/4/03
Nerine bowdenii ,2003,9,27,9/27/03
Nerine bowdenii ,2003,10,11,10/11/03
Nerine bowdenii ,2003,10,25,10/25/03
Nerine bowdenii ,2003,11,1,11/1/03
Nerine bowdenii ,2003,11,8,11/8/03
Nerine bowdenii ,2003,11,15,11/15/03
Nerine bowdenii ,2003,11,22,11/22/03
Nerine bowdenii ,2003,11,29,11/29/03
Nerine bowdenii ,2003,12,6,12/6/03
Nerine bowdenii ,2003,12,13,12/13/03
Nerine bowdenii ,2003,12,20,12/20/03
Nerine bowdenii ,2003,12,27,12/27/03
Nerine bowdenii ,2004,9,25,9/25/04
Nerine bowdenii ,2004,10,9,10/9/04
Nerine bowdenii ,2004,10,23,10/23/04
Nerine bowdenii ,2004,11,6,11/6/04
Nerine bowdenii ,2004,11,20,11/20/04
Nerine bowdenii ,2004,12,4,12/4/04
Nerine bowdenii ,2004,12,18,12/18/04
Nerine bowdenii ,2005,9,24,9/24/05
Nerine bowdenii ,2005,10,8,10/8/05
Nerine bowdenii ,2005,10,22,10/22/05
Nerine bowdenii ,2005,11,5,11/5/05
Nerine bowdenii ,2005,11,12,11/12/05
Nerine bowdenii ,2005,11,19,11/19/05
Nerine bowdenii ,2005,11,26,11/26/05
Nerine bowdenii ,2006,10,7,10/7/06
Nerine bowdenii ,2006,10,28,10/28/06
Nerine bowdenii ,2006,11,4,11/4/06
Nerine bowdenii ,2006,11,11,11/11/06
Nerine bowdenii ,2006,11,18,11/18/06
Nerine bowdenii ,2006,11,25,11/25/06
Nerine bowdenii ,2006,12,2,12/2/06
Nerine bowdenii ,2006,12,9,12/9/06
Nerine bowdenii ,2007,9,22,9/22/07
Nerine bowdenii ,2007,9,29,9/29/07
Nerine bowdenii ,2007,10,13,10/13/07
Nerine bowdenii ,2007,10,27,10/27/07
Nerine bowdenii ,2007,11,3,11/3/07
Nerine bowdenii ,2007,11,10,11/10/07
Nerine bowdenii ,2007,11,17,11/17/07
Nerine bowdenii ,2007,11,24,11/24/07
Nerine bowdenii ,2007,12,1,12/1/07
Nerine bowdenii ,2008,9,20,9/20/08
Nerine bowdenii ,2008,9,27,9/27/08
Nerine bowdenii ,2008,10,11,10/11/08
Nerine bowdenii ,2008,10,25,10/25/08
Nerine bowdenii ,2008,11,8,11/8/08
Nerine bowdenii ,2008,11,22,11/22/08
Nerine bowdenii ,2009,10,3,10/3/09
Nerine bowdenii ,2009,10,10,10/10/09
Nerine bowdenii ,2009,10,24,10/24/09
Nerine bowdenii ,2009,11,7,11/7/09
Nerine bowdenii ,2009,11,14,11/14/09
Nerine bowdenii ,2009,11,21,11/21/09
Nerine bowdenii ,2009,11,28,11/28/09
Nerine bowdenii ,2009,12,5,12/5/09
Nerine bowdenii ,2010,10,16,10/16/10
Nerine bowdenii ,2010,10,23,10/23/10
Nerine bowdenii ,2010,10,30,10/30/10
Nerine bowdenii ,2010,11,6,11/6/10
Nerine bowdenii ,2010,11,13,11/13/10
Nerine bowdenii ,2010,11,20,11/20/10
Nerine bowdenii ,2010,11,27,11/27/10
Nerine bowdenii ,2010,12,4,12/4/10
Nerine bowdenii ,2010,12,11,12/11/10
Nerine bowdenii ,2010,12,18,12/18/10
Nerine bowdenii ,2010,12,25,12/25/10
Nerine bowdenii ,2011,9,24,9/24/11
Nerine bowdenii ,2011,10,8,10/8/11
Nerine bowdenii ,2011,10,22,10/22/11
Nerine bowdenii ,2011,10,29,10/29/11
Nerine bowdenii ,2011,11,5,11/5/11
Nerine bowdenii ,2011,11,12,11/12/11
Origanum vulgare Aureum,1986,8,30,8/30/86
Origanum vulgare Aureum,1986,9,6,9/6/86
Origanum vulgare Aureum,1986,9,13,9/13/86
Origanum vulgare Aureum,1986,9,27,9/27/86
Origanum vulgare Aureum,1986,10,4,10/4/86
Origanum vulgare Aureum,1986,10,11,10/11/86
Origanum vulgare Aureum,1987,8,1,8/1/87
Origanum vulgare Aureum,1987,8,8,8/8/87
Origanum vulgare Aureum,1987,8,15,8/15/87
Origanum vulgare Aureum,1987,8,22,8/22/87
Origanum vulgare Aureum,1987,8,29,8/29/87
Origanum vulgare Aureum,1987,9,5,9/5/87
Origanum vulgare Aureum,1987,9,19,9/19/87
Origanum vulgare Aureum,1987,9,26,9/26/87
Origanum vulgare Aureum,1987,10,3,10/3/87
Origanum vulgare Aureum,1987,10,10,10/10/87
Origanum vulgare Aureum,1989,8,12,8/12/89
Origanum vulgare Aureum,1989,8,19,8/19/89
Origanum vulgare Aureum,1989,8,26,8/26/89
Origanum vulgare Aureum,1989,9,2,9/2/89
Origanum vulgare Aureum,1989,9,9,9/9/89
Origanum vulgare Aureum,1989,9,23,9/23/89
Origanum vulgare Aureum,1990,7,28,7/28/90
Origanum vulgare Aureum,1990,8,4,8/4/90
Origanum vulgare Aureum,1990,8,11,8/11/90
Origanum vulgare Aureum,1990,8,18,8/18/90
Origanum vulgare Aureum,1990,8,25,8/25/90
Origanum vulgare Aureum,1990,9,1,9/1/90
Origanum vulgare Aureum,1990,9,8,9/8/90
Origanum vulgare Aureum,1990,9,15,9/15/90
Origanum vulgare Aureum,1990,9,22,9/22/90
Origanum vulgare Aureum,1990,9,29,9/29/90
Origanum vulgare Aureum,1990,10,6,10/6/90
Origanum vulgare Aureum,1991,8,17,8/17/91
Origanum vulgare Aureum,1991,8,24,8/24/91
Origanum vulgare Aureum,1991,8,31,8/31/91
Origanum vulgare Aureum,1991,9,7,9/7/91
Origanum vulgare Aureum,1991,9,14,9/14/91
Origanum vulgare Aureum,1992,7,25,7/25/92
Origanum vulgare Aureum,1992,8,1,8/1/92
Origanum vulgare Aureum,1992,8,8,8/8/92
Origanum vulgare Aureum,1992,8,15,8/15/92
Origanum vulgare Aureum,1992,8,22,8/22/92
Origanum vulgare Aureum,1992,8,29,8/29/92
Origanum vulgare Aureum,1992,9,5,9/5/92
Origanum vulgare Aureum,1992,9,12,9/12/92
Origanum vulgare Aureum,1992,9,19,9/19/92
Origanum vulgare Aureum,1992,9,26,9/26/92
Origanum vulgare Aureum,1992,10,10,10/10/92
Origanum vulgare Aureum,1992,10,17,10/17/92
Origanum vulgare Aureum,1992,10,24,10/24/92
Origanum vulgare Aureum,1993,7,24,7/24/93
Origanum vulgare Aureum,1993,7,31,7/31/93
Origanum vulgare Aureum,1993,8,7,8/7/93
Origanum vulgare Aureum,1993,8,14,8/14/93
Origanum vulgare Aureum,1993,8,21,8/21/93
Origanum vulgare Aureum,1993,8,28,8/28/93
Origanum vulgare Aureum,1993,9,4,9/4/93
Origanum vulgare Aureum,1993,9,11,9/11/93
Origanum vulgare Aureum,1993,9,18,9/18/93
Origanum vulgare Aureum,1993,9,25,9/25/93
Origanum vulgare Aureum,1993,10,2,10/2/93
Origanum vulgare Aureum,1993,10,9,10/9/93
Origanum vulgare Aureum,1993,10,16,10/16/93
Origanum vulgare Aureum,1994,7,23,7/23/94
Origanum vulgare Aureum,1994,7,30,7/30/94
Origanum vulgare Aureum,1994,8,6,8/6/94
Origanum vulgare Aureum,1994,8,13,8/13/94
Origanum vulgare Aureum,1994,8,20,8/20/94
Origanum vulgare Aureum,1994,8,27,8/27/94
Origanum vulgare Aureum,1994,9,3,9/3/94
Origanum vulgare Aureum,1994,9,10,9/10/94
Origanum vulgare Aureum,1994,9,24,9/24/94
Origanum vulgare Aureum,1994,10,1,10/1/94
Origanum vulgare Aureum,1994,10,8,10/8/94
Origanum vulgare Aureum,1994,10,15,10/15/94
Origanum vulgare Aureum,1995,7,22,7/22/95
Origanum vulgare Aureum,1995,7,29,7/29/95
Origanum vulgare Aureum,1995,8,5,8/5/95
Origanum vulgare Aureum,1995,8,12,8/12/95
Origanum vulgare Aureum,1995,8,19,8/19/95
Origanum vulgare Aureum,1995,8,26,8/26/95
Origanum vulgare Aureum,1995,9,2,9/2/95
Origanum vulgare Aureum,1995,9,9,9/9/95
Origanum vulgare Aureum,1995,9,30,9/30/95
Origanum vulgare Aureum,1995,10,7,10/7/95
Origanum vulgare Aureum,1996,8,10,8/10/96
Origanum vulgare Aureum,1996,8,17,8/17/96
Origanum vulgare Aureum,1996,8,24,8/24/96
Origanum vulgare Aureum,1996,8,31,8/31/96
Origanum vulgare Aureum,1996,9,7,9/7/96
Origanum vulgare Aureum,1996,9,14,9/14/96
Origanum vulgare Aureum,1996,9,21,9/21/96
Origanum vulgare Aureum,1996,9,28,9/28/96
Origanum vulgare Aureum,1996,10,5,10/5/96
Origanum vulgare Aureum,1996,10,12,10/12/96
Origanum vulgare Aureum,1996,10,19,10/19/96
Origanum vulgare Aureum,1997,7,19,7/19/97
Origanum vulgare Aureum,1997,7,26,7/26/97
Origanum vulgare Aureum,1997,8,2,8/2/97
Origanum vulgare Aureum,1997,8,9,8/9/97
Origanum vulgare Aureum,1997,8,16,8/16/97
Origanum vulgare Aureum,1997,8,23,8/23/97
Origanum vulgare Aureum,1997,8,30,8/30/97
Origanum vulgare Aureum,1997,9,6,9/6/97
Origanum vulgare Aureum,1997,9,13,9/13/97
Origanum vulgare Aureum,1997,9,20,9/20/97
Origanum vulgare Aureum,1997,9,27,9/27/97
Origanum vulgare Aureum,1997,10,4,10/4/97
Origanum vulgare Aureum,1997,10,11,10/11/97
Origanum vulgare Aureum,1998,7,11,7/11/98
Origanum vulgare Aureum,1998,7,25,7/25/98
Origanum vulgare Aureum,1998,9,5,9/5/98
Origanum vulgare Aureum,1998,9,12,9/12/98
Origanum vulgare Aureum,1998,9,19,9/19/98
Origanum vulgare Aureum,1998,9,26,9/26/98
Origanum vulgare Aureum,1998,10,3,10/3/98
Origanum vulgare Aureum,1998,10,17,10/17/98
Origanum vulgare Aureum,1999,7,24,7/24/99
Origanum vulgare Aureum,1999,8,7,8/7/99
Origanum vulgare Aureum,1999,8,21,8/21/99
Origanum vulgare Aureum,1999,9,4,9/4/99
Origanum vulgare Aureum,1999,9,25,9/25/99
Origanum vulgare Aureum,1999,10,2,10/2/99
Origanum vulgare Aureum,1999,10,16,10/16/99
Origanum vulgare Aureum,2000,8,5,8/5/00
Origanum vulgare Aureum,2000,8,19,8/19/00
Origanum vulgare Aureum,2000,9,2,9/2/00
Origanum vulgare Aureum,2000,9,16,9/16/00
Origanum vulgare Aureum,2000,10,7,10/7/00
Origanum vulgare Aureum,2001,7,14,7/14/01
Origanum vulgare Aureum,2001,7,21,7/21/01
Origanum vulgare Aureum,2001,8,4,8/4/01
Origanum vulgare Aureum,2001,8,18,8/18/01
Origanum vulgare Aureum,2001,9,1,9/1/01
Origanum vulgare Aureum,2001,9,22,9/22/01
Origanum vulgare Aureum,2001,9,29,9/29/01
Origanum vulgare Aureum,2001,10,13,10/13/01
Origanum vulgare Aureum,2002,8,3,8/3/02
Origanum vulgare Aureum,2002,8,17,8/17/02
Origanum vulgare Aureum,2002,8,31,8/31/02
Origanum vulgare Aureum,2002,9,21,9/21/02
Origanum vulgare Aureum,2002,9,28,9/28/02
Origanum vulgare Aureum,2002,10,12,10/12/02
Origanum vulgare Aureum,2003,7,19,7/19/03
Origanum vulgare Aureum,2003,8,2,8/2/03
Origanum vulgare Aureum,2003,8,16,8/16/03
Origanum vulgare Aureum,2003,8,30,8/30/03
Origanum vulgare Aureum,2003,9,13,9/13/03
Origanum vulgare Aureum,2003,9,27,9/27/03
Origanum vulgare Aureum,2003,10,18,10/18/03
Origanum vulgare Aureum,2004,7,31,7/31/04
Origanum vulgare Aureum,2004,8,14,8/14/04
Origanum vulgare Aureum,2004,8,28,8/28/04
Origanum vulgare Aureum,2004,9,11,9/11/04
Origanum vulgare Aureum,2004,9,25,9/25/04
Origanum vulgare Aureum,2004,10,9,10/9/04
Origanum vulgare Aureum,2005,7,30,7/30/05
Origanum vulgare Aureum,2005,8,13,8/13/05
Origanum vulgare Aureum,2005,8,27,8/27/05
Origanum vulgare Aureum,2005,9,10,9/10/05
Origanum vulgare Aureum,2006,7,22,7/22/06
Origanum vulgare Aureum,2006,7,29,7/29/06
Origanum vulgare Aureum,2006,8,12,8/12/06
Origanum vulgare Aureum,2006,8,26,8/26/06
Origanum vulgare Aureum,2007,8,4,8/4/07
Origanum vulgare Aureum,2007,8,18,8/18/07
Origanum vulgare Aureum,2007,9,1,9/1/07
Origanum vulgare Aureum,2009,7,11,7/11/09
Origanum vulgare Aureum,2009,7,18,7/18/09
Origanum vulgare Aureum,2009,8,1,8/1/09
Origanum vulgare Aureum,2010,7,31,7/31/10
Origanum vulgare Aureum,2010,8,14,8/14/10
Origanum vulgare Aureum,2010,8,28,8/28/10
Origanum vulgare Aureum,2010,9,25,9/25/10
Origanum vulgare Aureum,2010,10,2,10/2/10
Origanum vulgare Aureum,2010,10,16,10/16/10
Origanum vulgare Aureum,2011,7,23,7/23/11
Origanum vulgare Aureum,2011,7,30,7/30/11
Origanum vulgare Aureum,2011,8,13,8/13/11
Origanum vulgare Aureum,2011,8,27,8/27/11
Origanum vulgare Aureum,2011,9,10,9/10/11
Origanum vulgare Aureum,2011,9,24,9/24/11
Ornithogalum umbellatum ,1985,5,18,5/18/85
Ornithogalum umbellatum ,1985,5,25,5/25/85
Ornithogalum umbellatum ,1985,6,1,6/1/85
Ornithogalum umbellatum ,1986,5,24,5/24/86
Ornithogalum umbellatum ,1986,5,31,5/31/86
Ornithogalum umbellatum ,1986,6,7,6/7/86
Ornithogalum umbellatum ,1987,5,2,5/2/87
Ornithogalum umbellatum ,1987,5,9,5/9/87
Ornithogalum umbellatum ,1987,5,16,5/16/87
Ornithogalum umbellatum ,1987,5,23,5/23/87
Ornithogalum umbellatum ,1988,4,23,4/23/88
Ornithogalum umbellatum ,1988,5,15,5/15/88
Ornithogalum umbellatum ,1989,4,29,4/29/89
Ornithogalum umbellatum ,1989,5,6,5/6/89
Ornithogalum umbellatum ,1990,4,28,4/28/90
Ornithogalum umbellatum ,1990,5,5,5/5/90
Ornithogalum umbellatum ,1990,5,12,5/12/90
Ornithogalum umbellatum ,1991,5,26,5/26/91
Ornithogalum umbellatum ,1991,6,1,6/1/91
Ornithogalum umbellatum ,1991,6,8,6/8/91
Ornithogalum umbellatum ,1992,5,16,5/16/92
Ornithogalum umbellatum ,1992,5,23,5/23/92
Ornithogalum umbellatum ,1993,5,1,5/1/93
Ornithogalum umbellatum ,1993,5,8,5/8/93
Ornithogalum umbellatum ,1993,5,15,5/15/93
Ornithogalum umbellatum ,1994,4,30,4/30/94
Ornithogalum umbellatum ,1994,5,7,5/7/94
Ornithogalum umbellatum ,1994,5,14,5/14/94
Ornithogalum umbellatum ,1994,5,21,5/21/94
Ornithogalum umbellatum ,1995,5,6,5/6/95
Ornithogalum umbellatum ,1995,5,20,5/20/95
Ornithogalum umbellatum ,1996,5,25,5/25/96
Ornithogalum umbellatum ,1996,6,1,6/1/96
Ornithogalum umbellatum ,1997,5,3,5/3/97
Ornithogalum umbellatum ,1997,5,10,5/10/97
Ornithogalum umbellatum ,1997,5,17,5/17/97
Ornithogalum umbellatum ,1997,5,24,5/24/97
Ornithogalum umbellatum ,1998,5,9,5/9/98
Ornithogalum umbellatum ,1998,5,30,5/30/98
Ornithogalum umbellatum ,1999,5,1,5/1/99
Ornithogalum umbellatum ,1999,5,15,5/15/99
Ornithogalum umbellatum ,2000,5,6,5/6/00
Ornithogalum umbellatum ,2000,5,13,5/13/00
Ornithogalum umbellatum ,2000,5,27,5/27/00
Ornithogalum umbellatum ,2001,5,5,5/5/01
Ornithogalum umbellatum ,2001,5,12,5/12/01
Ornithogalum umbellatum ,2001,5,26,5/26/01
Ornithogalum umbellatum ,2002,5,11,5/11/02
Ornithogalum umbellatum ,2002,5,25,5/25/02
Ornithogalum umbellatum ,2003,4,19,4/19/03
Ornithogalum umbellatum ,2003,4,26,4/26/03
Ornithogalum umbellatum ,2003,5,10,5/10/03
Ornithogalum umbellatum ,2003,5,24,5/24/03
Ornithogalum umbellatum ,2004,5,1,5/1/04
Ornithogalum umbellatum ,2004,5,8,5/8/04
Ornithogalum umbellatum ,2005,4,30,4/30/05
Ornithogalum umbellatum ,2005,5,7,5/7/05
Ornithogalum umbellatum ,2006,5,13,5/13/06
Ornithogalum umbellatum ,2007,4,21,4/21/07
Ornithogalum umbellatum ,2007,4,28,4/28/07
Ornithogalum umbellatum ,2008,5,3,5/3/08
Ornithogalum umbellatum ,2009,5,2,5/2/09
Ornithogalum umbellatum ,2010,5,22,5/22/10
Oxalis tetraphylla ,1994,7,30,7/30/94
Oxalis tetraphylla ,1994,8,6,8/6/94
Oxalis tetraphylla ,1994,8,13,8/13/94
Oxalis tetraphylla ,1994,8,20,8/20/94
Oxalis tetraphylla ,1994,8,27,8/27/94
Oxalis tetraphylla ,1994,9,3,9/3/94
Oxalis tetraphylla ,1994,9,10,9/10/94
Oxalis tetraphylla ,1994,9,24,9/24/94
Oxalis tetraphylla ,1994,10,1,10/1/94
Oxalis tetraphylla ,1994,10,8,10/8/94
Oxalis tetraphylla ,1994,10,15,10/15/94
Oxalis tetraphylla ,1995,7,8,7/8/95
Oxalis tetraphylla ,1995,7,15,7/15/95
Oxalis tetraphylla ,1995,7,22,7/22/95
Oxalis tetraphylla ,1995,7,29,7/29/95
Oxalis tetraphylla ,1995,8,5,8/5/95
Oxalis tetraphylla ,1995,8,12,8/12/95
Oxalis tetraphylla ,1995,8,19,8/19/95
Oxalis tetraphylla ,1995,8,26,8/26/95
Oxalis tetraphylla ,1995,9,2,9/2/95
Oxalis tetraphylla ,1995,9,9,9/9/95
Oxalis tetraphylla ,1995,9,30,9/30/95
Oxalis tetraphylla ,1996,6,15,6/15/96
Oxalis tetraphylla ,1996,6,22,6/22/96
Oxalis tetraphylla ,1996,6,29,6/29/96
Oxalis tetraphylla ,1996,7,6,7/6/96
Oxalis tetraphylla ,1996,7,13,7/13/96
Oxalis tetraphylla ,1996,7,20,7/20/96
Oxalis tetraphylla ,1996,8,10,8/10/96
Oxalis tetraphylla ,1996,8,17,8/17/96
Oxalis tetraphylla ,1996,8,24,8/24/96
Oxalis tetraphylla ,1996,8,31,8/31/96
Oxalis tetraphylla ,1996,9,7,9/7/96
Oxalis tetraphylla ,1996,9,14,9/14/96
Oxalis tetraphylla ,1996,9,21,9/21/96
Oxalis tetraphylla ,1996,9,28,9/28/96
Oxalis tetraphylla ,1997,6,7,6/7/97
Oxalis tetraphylla ,1997,6,14,6/14/97
Oxalis tetraphylla ,1997,6,21,6/21/97
Oxalis tetraphylla ,1997,6,28,6/28/97
Oxalis tetraphylla ,1997,7,5,7/5/97
Oxalis tetraphylla ,1997,7,12,7/12/97
Oxalis tetraphylla ,1997,7,19,7/19/97
Oxalis tetraphylla ,1997,7,26,7/26/97
Oxalis tetraphylla ,1997,8,2,8/2/97
Oxalis tetraphylla ,1997,8,9,8/9/97
Oxalis tetraphylla ,1997,8,16,8/16/97
Oxalis tetraphylla ,1997,8,23,8/23/97
Oxalis tetraphylla ,1997,8,30,8/30/97
Oxalis tetraphylla ,1997,9,6,9/6/97
Oxalis tetraphylla ,1997,9,13,9/13/97
Oxalis tetraphylla ,1997,9,20,9/20/97
Oxalis tetraphylla ,1998,6,6,6/6/98
Oxalis tetraphylla ,1998,6,13,6/13/98
Oxalis tetraphylla ,1998,6,27,6/27/98
Oxalis tetraphylla ,1998,7,11,7/11/98
Oxalis tetraphylla ,1998,7,25,7/25/98
Oxalis tetraphylla ,1998,8,8,8/8/98
Oxalis tetraphylla ,1998,8,22,8/22/98
Oxalis tetraphylla ,1998,9,12,9/12/98
Oxalis tetraphylla ,1998,9,19,9/19/98
Oxalis tetraphylla ,1999,6,5,6/5/99
Oxalis tetraphylla ,1999,6,12,6/12/99
Oxalis tetraphylla ,1999,6,26,6/26/99
Oxalis tetraphylla ,1999,7,10,7/10/99
Oxalis tetraphylla ,1999,7,24,7/24/99
Oxalis tetraphylla ,1999,8,7,8/7/99
Oxalis tetraphylla ,1999,8,21,8/21/99
Oxalis tetraphylla ,1999,9,4,9/4/99
Oxalis tetraphylla ,2000,7,8,7/8/00
Oxalis tetraphylla ,2000,7,22,7/22/00
Oxalis tetraphylla ,2000,8,5,8/5/00
Oxalis tetraphylla ,2000,8,19,8/19/00
Oxalis tetraphylla ,2000,9,2,9/2/00
Oxalis tetraphylla ,2000,9,16,9/16/00
Oxalis tetraphylla ,2000,10,7,10/7/00
Oxalis tetraphylla ,2000,10,14,10/14/00
Oxalis tetraphylla ,2001,6,23,6/23/01
Oxalis tetraphylla ,2001,7,7,7/7/01
Oxalis tetraphylla ,2001,7,21,7/21/01
Oxalis tetraphylla ,2001,8,4,8/4/01
Oxalis tetraphylla ,2001,8,18,8/18/01
Oxalis tetraphylla ,2001,9,1,9/1/01
Oxalis tetraphylla ,2001,9,22,9/22/01
Oxalis tetraphylla ,2001,9,29,9/29/01
Oxalis tetraphylla ,2002,6,29,6/29/02
Oxalis tetraphylla ,2002,7,6,7/6/02
Oxalis tetraphylla ,2002,7,20,7/20/02
Oxalis tetraphylla ,2002,8,3,8/3/02
Oxalis tetraphylla ,2002,8,17,8/17/02
Oxalis tetraphylla ,2002,8,31,8/31/02
Oxalis tetraphylla ,2002,9,21,9/21/02
Oxalis tetraphylla ,2002,9,28,9/28/02
Oxalis tetraphylla ,2003,7,12,7/12/03
Oxalis tetraphylla ,2003,8,2,8/2/03
Oxalis tetraphylla ,2003,8,16,8/16/03
Oxalis tetraphylla ,2003,8,30,8/30/03
Oxalis tetraphylla ,2003,9,13,9/13/03
Oxalis tetraphylla ,2003,9,27,9/27/03
