CO2	Heat	Water	Nutrient	plot	quad	year	species	relabund	flowerdate	funcgroup
2	2	1	2	11	3	2001	Vulpia	0	80	1
2	2	1	2	11	3	2001	Crepis	0.114285714	107	2
2	2	1	2	11	3	2001	Erodium	0	80	2
2	2	1	2	11	3	2001	Geranium	0.228571429	92	2
2	2	1	2	11	3	2001	Vicia	0	113	2
2	2	2	2	11	4	2001	Avena	0.063829787	100	1
2	2	2	2	11	4	2001	Bromusd	0.063829787	80	1
2	2	2	2	11	4	2001	Bromush	0.744680851	83	1
2	2	2	2	11	4	2001	Lolium	0	113	1
2	2	2	2	11	4	2001	Vulpia	0	86	1
2	2	2	2	11	4	2001	Crepis	0	113	2
2	2	2	2	11	4	2001	Erodium	0	103	2
2	2	2	2	11	4	2001	Geranium	0.127659574	89	2
2	2	2	2	11	4	2001	Vicia	0	107	2
2	2	1	2	12	1	2001	Avena	0.127659574	103	1
2	2	1	2	12	1	2001	Bromusd	0.021276596	100	1
2	2	1	2	12	1	2001	Bromush	0.021276596	73	1
2	2	1	2	12	1	2001	Lolium	0.063829787	103	1
2	2	1	2	12	1	2001	Vulpia	0.531914894	69	1
2	2	1	2	12	1	2001	Crepis	0.191489362		2
2	2	1	2	12	1	2001	Erodium	0		2
2	2	1	2	12	1	2001	Geranium	0.042553191	80	2
2	2	1	2	12	1	2001	Vicia	0	107	2
2	2	2	2	12	2	2001	Avena	0.1	110	1
2	2	2	2	12	2	2001	Bromusd	0	95	1
2	2	2	2	12	2	2001	Bromush	0	89	1
2	2	2	2	12	2	2001	Lolium	0.02	110	1
2	2	2	2	12	2	2001	Vulpia	0.06	80	1
2	2	2	2	12	2	2001	Crepis	0.76		2
2	2	2	2	12	2	2001	Erodium	0		2
2	2	2	2	12	2	2001	Geranium	0.06	92	2
2	2	2	2	12	2	2001	Vicia	0	103	2
2	2	1	1	12	3	2001	Avena	0.208333333	100	1
2	2	1	1	12	3	2001	Bromusd	0	86	1
2	2	1	1	12	3	2001	Bromush	0.020833333	73	1
2	2	1	1	12	3	2001	Lolium	0	113	1
2	2	1	1	12	3	2001	Vulpia	0	62	1
2	2	1	1	12	3	2001	Crepis	0.6875	110	2
2	2	1	1	12	3	2001	Erodium	0		2
2	2	1	1	12	3	2001	Geranium	0.083333333	89	2
2	2	1	1	12	3	2001	Vicia	0	103	2
2	2	2	1	12	4	2001	Avena	0.08	100	1
2	2	2	1	12	4	2001	Bromusd	0.06	86	1
2	2	2	1	12	4	2001	Bromush	0.04	73	1
2	2	2	1	12	4	2001	Lolium	0.04	113	1
2	2	2	1	12	4	2001	Vulpia	0.28	62	1
2	2	2	1	12	4	2001	Crepis	0.42	120	2
2	2	2	1	12	4	2001	Erodium	0		2
2	2	2	1	12	4	2001	Geranium	0.06	86	2
2	2	2	1	12	4	2001	Vicia	0.02	103	2
2	1	1	2	13	1	2001	Avena	0	103	1
2	1	1	2	13	1	2001	Bromusd	0	100	1
2	1	1	2	13	1	2001	Bromush	0.382352941	86	1
2	1	1	2	13	1	2001	Lolium	0.205882353	103	1
2	1	1	2	13	1	2001	Vulpia	0.117647059	80	1
2	1	1	2	13	1	2001	Crepis	0.117647059	110	2
2	1	1	2	13	1	2001	Erodium	0	100	2
2	1	1	2	13	1	2001	Geranium	0.176470588	100	2
2	1	1	2	13	1	2001	Vicia	0		2
2	1	1	1	13	2	2001	Avena	0.347826087	100	1
2	1	1	1	13	2	2001	Bromusd	0.043478261	80	1
2	1	1	1	13	2	2001	Bromush	0.391304348	89	1
2	1	1	1	13	2	2001	Lolium	0.173913043		1
2	1	1	1	13	2	2001	Vulpia	0	80	1
2	1	1	1	13	2	2001	Crepis	0	113	2
2	1	1	1	13	2	2001	Erodium	0		2
2	1	1	1	13	2	2001	Geranium	0.043478261	100	2
2	1	1	1	13	2	2001	Vicia	0		2
2	1	2	2	13	3	2001	Avena	0.604166667	100	1
2	1	2	2	13	3	2001	Bromusd	0		1
2	1	2	2	13	3	2001	Bromush	0.125	89	1
2	1	2	2	13	3	2001	Lolium	0.0625	127	1
2	1	2	2	13	3	2001	Vulpia	0	69	1
2	1	2	2	13	3	2001	Crepis	0		2
2	1	2	2	13	3	2001	Erodium	0	113	2
2	1	2	2	13	3	2001	Geranium	0.208333333	100	2
2	1	2	2	13	3	2001	Vicia	0		2
2	1	2	1	13	4	2001	Avena	0.114285714	100	1
2	1	2	1	13	4	2001	Bromusd	0		1
2	1	2	1	13	4	2001	Bromush	0.057142857	89	1
2	1	2	1	13	4	2001	Lolium	0.057142857	110	1
2	1	2	1	13	4	2001	Vulpia	0.057142857	92	1
2	1	2	1	13	4	2001	Crepis	0.514285714	110	2
2	1	2	1	13	4	2001	Erodium	0.057142857	103	2
2	1	2	1	13	4	2001	Geranium	0.142857143	103	2
2	1	2	1	13	4	2001	Vicia	0		2
2	2	1	1	14	1	2001	Avena	0.042553191	110	1
2	2	1	1	14	1	2001	Bromusd	0.063829787	80	1
2	2	1	1	14	1	2001	Bromush	0.425531915	80	1
2	2	1	1	14	1	2001	Lolium	0.14893617	110	1
2	2	1	1	14	1	2001	Vulpia	0	80	1
2	2	1	1	14	1	2001	Crepis	0		2
2	2	1	1	14	1	2001	Erodium	0.085106383	86	2
2	2	1	1	14	1	2001	Geranium	0.234042553	100	2
2	2	1	1	14	1	2001	Vicia	0		2
2	2	1	2	14	2	2001	Avena	0		1
2	2	1	2	14	2	2001	Bromusd	0		1
2	2	1	2	14	2	2001	Bromush	0.090909091	80	1
2	2	1	2	14	2	2001	Lolium	0	110	1
2	2	1	2	14	2	2001	Vulpia	0	86	1
2	2	1	2	14	2	2001	Crepis	0		2
2	2	1	2	14	2	2001	Erodium	0.681818182	92	2
2	2	1	2	14	2	2001	Geranium	0.227272727	100	2
2	2	1	2	14	2	2001	Vicia	0	80	2
2	2	2	1	14	3	2001	Avena	0		1
2	2	2	1	14	3	2001	Bromusd	0	80	1
2	2	2	1	14	3	2001	Bromush	0.032258065	80	1
2	2	2	1	14	3	2001	Lolium	0.129032258	110	1
2	2	2	1	14	3	2001	Vulpia	0.419354839	80	1
2	2	2	1	14	3	2001	Crepis	0	120	2
2	2	2	1	14	3	2001	Erodium	0.290322581	89	2
2	2	2	1	14	3	2001	Geranium	0.129032258	100	2
2	2	2	1	14	3	2001	Vicia	0		2
2	2	2	2	14	4	2001	Avena	0	107	1
2	2	2	2	14	4	2001	Bromusd	0.027777778	80	1
2	2	2	2	14	4	2001	Bromush	0.333333333	80	1
2	2	2	2	14	4	2001	Lolium	0.25	103	1
2	2	2	2	14	4	2001	Vulpia	0.055555556	66	1
2	2	2	2	14	4	2001	Crepis	0		2
2	2	2	2	14	4	2001	Erodium	0.083333333	86	2
2	2	2	2	14	4	2001	Geranium	0.25	100	2
2	2	2	2	14	4	2001	Vicia	0		2
2	2	1	1	15	1	2001	Avena	0.469387755	100	1
2	2	1	1	15	1	2001	Bromusd	0.020408163	83	1
2	2	1	1	15	1	2001	Bromush	0.204081633	80	1
2	2	1	1	15	1	2001	Lolium	0.163265306	103	1
2	2	1	1	15	1	2001	Vulpia	0	92	1
2	2	1	1	15	1	2001	Crepis	0		2
2	2	1	1	15	1	2001	Erodium	0		2
2	2	1	1	15	1	2001	Geranium	0.142857143	83	2
2	2	1	1	15	1	2001	Vicia	0		2
2	2	2	1	15	2	2001	Avena	0.553191489	113	1
2	2	2	1	15	2	2001	Bromusd	0	92	1
2	2	2	1	15	2	2001	Bromush	0	73	1
2	2	2	1	15	2	2001	Lolium	0.170212766	120	1
2	2	2	1	15	2	2001	Vulpia	0		1
2	2	2	1	15	2	2001	Crepis	0		2
2	2	2	1	15	2	2001	Erodium	0		2
2	2	2	1	15	2	2001	Geranium	0.276595745	89	2
2	2	2	1	15	2	2001	Vicia	0		2
2	2	1	2	15	3	2001	Avena	0.708333333	107	1
2	2	1	2	15	3	2001	Bromusd	0.020833333	100	1
2	2	1	2	15	3	2001	Bromush	0.020833333	89	1
2	2	1	2	15	3	2001	Lolium	0.145833333	110	1
2	2	1	2	15	3	2001	Vulpia	0	86	1
2	2	1	2	15	3	2001	Crepis	0		2
2	2	1	2	15	3	2001	Erodium	0		2
2	2	1	2	15	3	2001	Geranium	0.104166667	86	2
2	2	1	2	15	3	2001	Vicia	0		2
2	2	2	2	15	4	2001	Avena	0.574468085	103	1
2	2	2	2	15	4	2001	Bromusd	0	95	1
2	2	2	2	15	4	2001	Bromush	0.106382979	92	1
2	2	2	2	15	4	2001	Lolium	0.234042553	103	1
2	2	2	2	15	4	2001	Vulpia	0	86	1
2	2	2	2	15	4	2001	Crepis	0		2
2	2	2	2	15	4	2001	Erodium	0		2
2	2	2	2	15	4	2001	Geranium	0.085106383	80	2
2	2	2	2	15	4	2001	Vicia	0		2
1	2	1	2	16	1	2001	Avena	0.166666667	92	1
1	2	1	2	16	1	2001	Bromusd	0	89	1
1	2	1	2	16	1	2001	Bromush	0	69	1
1	2	1	2	16	1	2001	Lolium	0.8125	92	1
1	2	1	2	16	1	2001	Vulpia	0	80	1
1	2	1	2	16	1	2001	Crepis	0		2
1	2	1	2	16	1	2001	Erodium	0		2
1	2	1	2	16	1	2001	Geranium	0.020833333	73	2
1	2	1	2	16	1	2001	Vicia	0	100	2
1	2	2	2	16	2	2001	Avena	0.354166667	92	1
1	2	2	2	16	2	2001	Bromusd	0.020833333	100	1
1	2	2	2	16	2	2001	Bromush	0	86	1
1	2	2	2	16	2	2001	Lolium	0.541666667	83	1
1	2	2	2	16	2	2001	Vulpia	0		1
1	2	2	2	16	2	2001	Crepis	0		2
1	2	2	2	16	2	2001	Erodium	0		2
1	2	2	2	16	2	2001	Geranium	0.083333333	89	2
1	2	2	2	16	2	2001	Vicia	0	95	2
1	2	1	1	16	3	2001	Avena	0.0625	92	1
1	2	1	1	16	3	2001	Bromusd	0	89	1
1	2	1	1	16	3	2001	Bromush	0.041666667	66	1
1	2	1	1	16	3	2001	Lolium	0.770833333	86	1
1	2	1	1	16	3	2001	Vulpia	0	80	1
1	2	1	1	16	3	2001	Crepis	0		2
1	2	1	1	16	3	2001	Erodium	0		2
1	2	1	1	16	3	2001	Geranium	0.104166667	86	2
1	2	1	1	16	3	2001	Vicia	0.020833333	92	2
1	2	2	1	16	4	2001	Avena	0.421052632	92	1
1	2	2	1	16	4	2001	Bromusd	0	100	1
1	2	2	1	16	4	2001	Bromush	0.026315789	83	1
1	2	2	1	16	4	2001	Lolium	0.368421053	86	1
1	2	2	1	16	4	2001	Vulpia	0	83	1
1	2	2	1	16	4	2001	Crepis	0		2
1	2	2	1	16	4	2001	Erodium	0		2
1	2	2	1	16	4	2001	Geranium	0.184210526	86	2
1	2	2	1	16	4	2001	Vicia	0	100	2
1	1	2	1	17	1	2001	Avena	0.153846154	100	1
1	1	2	1	17	1	2001	Bromusd	0.025641026	86	1
1	1	2	1	17	1	2001	Bromush	0.282051282	80	1
1	1	2	1	17	1	2001	Lolium	0.230769231	110	1
1	1	2	1	17	1	2001	Vulpia	0	89	1
1	1	2	1	17	1	2001	Crepis	0.051282051	107	2
1	1	2	1	17	1	2001	Erodium	0	107	2
1	1	2	1	17	1	2001	Geranium	0.205128205	100	2
1	1	2	1	17	1	2001	Vicia	0.051282051	80	2
1	1	1	1	17	2	2001	Avena	0.162790698	103	1
1	1	1	1	17	2	2001	Bromusd	0	89	1
1	1	1	1	17	2	2001	Bromush	0.069767442	69	1
1	1	1	1	17	2	2001	Lolium	0.023255814	110	1
1	1	1	1	17	2	2001	Vulpia	0	73	1
1	1	1	1	17	2	2001	Crepis	0.395348837	107	2
1	1	1	1	17	2	2001	Erodium	0.11627907	103	2
1	1	1	1	17	2	2001	Geranium	0.139534884	103	2
1	1	1	1	17	2	2001	Vicia	0.093023256	95	2
1	1	2	2	17	3	2001	Avena	0.217391304	92	1
1	1	2	2	17	3	2001	Bromusd	0.086956522	83	1
1	1	2	2	17	3	2001	Bromush	0.130434783	69	1
1	1	2	2	17	3	2001	Lolium	0.173913043	107	1
1	1	2	2	17	3	2001	Vulpia	0.043478261	62	1
1	1	2	2	17	3	2001	Crepis	0.108695652	103	2
1	1	2	2	17	3	2001	Erodium	0.086956522		2
1	1	2	2	17	3	2001	Geranium	0.152173913	92	2
1	1	2	2	17	3	2001	Vicia	0	100	2
1	1	1	2	17	4	2001	Avena	0.239130435	100	1
1	1	1	2	17	4	2001	Bromusd	0.130434783	80	1
1	1	1	2	17	4	2001	Bromush	0.260869565	73	1
1	1	1	2	17	4	2001	Lolium	0.043478261	110	1
1	1	1	2	17	4	2001	Vulpia	0.02173913	66	1
1	1	1	2	17	4	2001	Crepis	0		2
1	1	1	2	17	4	2001	Erodium	0		2
1	1	1	2	17	4	2001	Geranium	0.304347826	95	2
1	1	1	2	17	4	2001	Vicia	0	100	2
2	1	1	2	18	1	2001	Avena	0.145833333	100	1
2	1	1	2	18	1	2001	Bromusd	0.020833333	86	1
2	1	1	2	18	1	2001	Bromush	0.229166667	86	1
2	1	1	2	18	1	2001	Lolium	0.104166667	110	1
2	1	1	2	18	1	2001	Vulpia	0.458333333	80	1
2	1	1	2	18	1	2001	Crepis	0	110	2
2	1	1	2	18	1	2001	Erodium	0	92	2
2	1	1	2	18	1	2001	Geranium	0.041666667	92	2
2	1	1	2	18	1	2001	Vicia	0	103	2
2	1	1	1	18	2	2001	Avena	0.404255319	100	1
2	1	1	1	18	2	2001	Bromusd	0.021276596	86	1
2	1	1	1	18	2	2001	Bromush	0.127659574	83	1
2	1	1	1	18	2	2001	Lolium	0.29787234	110	1
2	1	1	1	18	2	2001	Vulpia	0.021276596	73	1
2	1	1	1	18	2	2001	Crepis	0	113	2
2	1	1	1	18	2	2001	Erodium	0		2
2	1	1	1	18	2	2001	Geranium	0.127659574	89	2
2	1	1	1	18	2	2001	Vicia	0	100	2
2	1	2	1	18	3	2001	Avena	0.357142857	92	1
2	1	2	1	18	3	2001	Bromusd	0	83	1
2	1	2	1	18	3	2001	Bromush	0.095238095	83	1
2	1	2	1	18	3	2001	Lolium	0.142857143	120	1
2	1	2	1	18	3	2001	Vulpia	0.071428571	62	1
2	1	2	1	18	3	2001	Crepis	0.261904762	113	2
2	1	2	1	18	3	2001	Erodium	0		2
2	1	2	1	18	3	2001	Geranium	0.071428571	89	2
2	1	2	1	18	3	2001	Vicia	0		2
2	1	2	2	18	4	2001	Avena	0	100	1
2	1	2	2	18	4	2001	Bromusd	0	83	1
2	1	2	2	18	4	2001	Bromush	0.043478261	86	1
2	1	2	2	18	4	2001	Lolium	0	110	1
2	1	2	2	18	4	2001	Vulpia	0.391304348	80	1
2	1	2	2	18	4	2001	Crepis	0.260869565	113	2
2	1	2	2	18	4	2001	Erodium	0	100	2
2	1	2	2	18	4	2001	Geranium	0.260869565	89	2
2	1	2	2	18	4	2001	Vicia	0.043478261		2
2	2	2	1	19	1	2001	Avena	0.173913043	100	1
2	2	2	1	19	1	2001	Bromusd	0.065217391	80	1
2	2	2	1	19	1	2001	Bromush	0.304347826	66	1
2	2	2	1	19	1	2001	Lolium	0.065217391	120	1
2	2	2	1	19	1	2001	Vulpia	0.195652174	62	1
2	2	2	1	19	1	2001	Crepis	0		2
2	2	2	1	19	1	2001	Erodium	0	103	2
2	2	2	1	19	1	2001	Geranium	0.195652174	83	2
2	2	2	1	19	1	2001	Vicia	0		2
2	2	2	2	19	2	2001	Avena	0.279069767	103	1
2	2	2	2	19	2	2001	Bromusd	0.11627907	69	1
2	2	2	2	19	2	2001	Bromush	0.534883721	83	1
2	2	2	2	19	2	2001	Lolium	0	123	1
2	2	2	2	19	2	2001	Vulpia	0	62	1
2	2	2	2	19	2	2001	Crepis	0		2
2	2	2	2	19	2	2001	Erodium	0		2
2	2	2	2	19	2	2001	Geranium	0.069767442	83	2
2	2	2	2	19	2	2001	Vicia	0	110	2
2	2	1	2	19	3	2001	Avena	0.163265306	100	1
2	2	1	2	19	3	2001	Bromusd	0.12244898	73	1
2	2	1	2	19	3	2001	Bromush	0.510204082	83	1
2	2	1	2	19	3	2001	Lolium	0.020408163	100	1
2	2	1	2	19	3	2001	Vulpia	0.020408163	62	1
2	2	1	2	19	3	2001	Crepis	0		2
2	2	1	2	19	3	2001	Erodium	0		2
2	2	1	2	19	3	2001	Geranium	0.163265306	83	2
2	2	1	2	19	3	2001	Vicia	0	92	2
2	2	1	1	19	4	2001	Avena	0.06	100	1
2	2	1	1	19	4	2001	Bromusd	0.06	69	1
2	2	1	1	19	4	2001	Bromush	0.44	80	1
2	2	1	1	19	4	2001	Lolium	0.08		1
2	2	1	1	19	4	2001	Vulpia	0.26	66	1
2	2	1	1	19	4	2001	Crepis	0		2
2	2	1	1	19	4	2001	Erodium	0		2
2	2	1	1	19	4	2001	Geranium	0.1	83	2
2	2	1	1	19	4	2001	Vicia	0	100	2
1	2	2	2	20	1	2001	Avena	0.127659574	89	1
1	2	2	2	20	1	2001	Bromusd	0.063829787	69	1
1	2	2	2	20	1	2001	Bromush	0.361702128	80	1
1	2	2	2	20	1	2001	Lolium	0	110	1
1	2	2	2	20	1	2001	Vulpia	0.021276596	110	1
1	2	2	2	20	1	2001	Crepis	0		2
1	2	2	2	20	1	2001	Erodium	0	110	2
1	2	2	2	20	1	2001	Geranium	0.404255319	83	2
1	2	2	2	20	1	2001	Vicia	0.021276596	103	2
1	2	2	1	20	2	2001	Avena	0.25	89	1
1	2	2	1	20	2	2001	Bromusd	0.083333333	73	1
1	2	2	1	20	2	2001	Bromush	0.229166667	80	1
1	2	2	1	20	2	2001	Lolium	0	110	1
1	2	2	1	20	2	2001	Vulpia	0	80	1
1	2	2	1	20	2	2001	Crepis	0		2
1	2	2	1	20	2	2001	Erodium	0.020833333	103	2
1	2	2	1	20	2	2001	Geranium	0.416666667	83	2
1	2	2	1	20	2	2001	Vicia	0	100	2
1	2	1	1	20	3	2001	Avena	0.270833333	92	1
1	2	1	1	20	3	2001	Bromusd	0.354166667	73	1
1	2	1	1	20	3	2001	Bromush	0.1875	86	1
1	2	1	1	20	3	2001	Lolium	0	110	1
1	2	1	1	20	3	2001	Vulpia	0.020833333	80	1
1	2	1	1	20	3	2001	Crepis	0		2
1	2	1	1	20	3	2001	Erodium	0	110	2
1	2	1	1	20	3	2001	Geranium	0.145833333	80	2
1	2	1	1	20	3	2001	Vicia	0.020833333	100	2
1	2	1	2	20	4	2001	Avena	0.34	89	1
1	2	1	2	20	4	2001	Bromusd	0.1	69	1
1	2	1	2	20	4	2001	Bromush	0.5	92	1
1	2	1	2	20	4	2001	Lolium	0		1
1	2	1	2	20	4	2001	Vulpia	0	83	1
1	2	1	2	20	4	2001	Crepis	0		2
1	2	1	2	20	4	2001	Erodium	0		2
1	2	1	2	20	4	2001	Geranium	0.04	83	2
1	2	1	2	20	4	2001	Vicia	0.02	100	2
2	1	2	1	21	1	2001	Avena	0.142857143	103	1
2	1	2	1	21	1	2001	Bromusd	0.244897959	80	1
2	1	2	1	21	1	2001	Bromush	0.12244898	92	1
2	1	2	1	21	1	2001	Lolium	0	110	1
2	1	2	1	21	1	2001	Vulpia	0		1
2	1	2	1	21	1	2001	Crepis	0		2
2	1	2	1	21	1	2001	Erodium	0	95	2
2	1	2	1	21	1	2001	Geranium	0.428571429	95	2
2	1	2	1	21	1	2001	Vicia	0.06122449	100	2
2	1	1	1	21	2	2001	Avena	0.166666667	107	1
2	1	1	1	21	2	2001	Bromusd	0.416666667	80	1
2	1	1	1	21	2	2001	Bromush	0.020833333	100	1
2	1	1	1	21	2	2001	Lolium	0	113	1
2	1	1	1	21	2	2001	Vulpia	0	92	1
2	1	1	1	21	2	2001	Crepis	0		2
2	1	1	1	21	2	2001	Erodium	0	103	2
2	1	1	1	21	2	2001	Geranium	0.375	92	2
2	1	1	1	21	2	2001	Vicia	0.020833333	92	2
2	1	1	2	21	3	2001	Avena	0.326530612	100	1
2	1	1	2	21	3	2001	Bromusd	0.040816327	73	1
2	1	1	2	21	3	2001	Bromush	0.510204082	89	1
2	1	1	2	21	3	2001	Lolium	0		1
2	1	1	2	21	3	2001	Vulpia	0.040816327	89	1
2	1	1	2	21	3	2001	Crepis	0		2
2	1	1	2	21	3	2001	Erodium	0	103	2
2	1	1	2	21	3	2001	Geranium	0.081632653	89	2
2	1	1	2	21	3	2001	Vicia	0	103	2
2	1	2	2	21	4	2001	Avena	0.3	110	1
2	1	2	2	21	4	2001	Bromusd	0.16	69	1
2	1	2	2	21	4	2001	Bromush	0.4	89	1
2	1	2	2	21	4	2001	Lolium	0		1
2	1	2	2	21	4	2001	Vulpia	0	89	1
2	1	2	2	21	4	2001	Crepis	0		2
2	1	2	2	21	4	2001	Erodium	0		2
2	1	2	2	21	4	2001	Geranium	0.12	95	2
2	1	2	2	21	4	2001	Vicia	0.02	100	2
1	2	2	2	22	1	2001	Avena	0.3	95	1
1	2	2	2	22	1	2001	Bromusd	0.04	69	1
1	2	2	2	22	1	2001	Bromush	0.2	69	1
1	2	2	2	22	1	2001	Lolium	0.02	103	1
1	2	2	2	22	1	2001	Vulpia	0	62	1
1	2	2	2	22	1	2001	Crepis	0.28	107	2
1	2	2	2	22	1	2001	Erodium	0		2
1	2	2	2	22	1	2001	Geranium	0.14	103	2
1	2	2	2	22	1	2001	Vicia	0.02	83	2
1	2	1	1	22	2	2001	Avena	0.106382979	95	1
1	2	1	1	22	2	2001	Bromusd	0.063829787	69	1
1	2	1	1	22	2	2001	Bromush	0.212765957	69	1
1	2	1	1	22	2	2001	Lolium	0.021276596	110	1
1	2	1	1	22	2	2001	Vulpia	0	80	1
1	2	1	1	22	2	2001	Crepis	0.489361702	103	2
1	2	1	1	22	2	2001	Erodium	0		2
1	2	1	1	22	2	2001	Geranium	0.106382979	89	2
1	2	1	1	22	2	2001	Vicia	0	92	2
1	2	2	1	22	3	2001	Avena	0.0625	89	1
1	2	2	1	22	3	2001	Bromusd	0.0625	69	1
1	2	2	1	22	3	2001	Bromush	0.3125	69	1
1	2	2	1	22	3	2001	Lolium	0	110	1
1	2	2	1	22	3	2001	Vulpia	0.0625	62	1
1	2	2	1	22	3	2001	Crepis	0.5	103	2
1	2	2	1	22	3	2001	Erodium	0		2
1	2	2	1	22	3	2001	Geranium	0	89	2
1	2	2	1	22	3	2001	Vicia	0	113	2
1	2	1	2	22	4	2001	Avena	0.065217391	89	1
1	2	1	2	22	4	2001	Bromusd	0.130434783	69	1
1	2	1	2	22	4	2001	Bromush	0.391304348	69	1
1	2	1	2	22	4	2001	Lolium	0	107	1
1	2	1	2	22	4	2001	Vulpia	0.043478261	66	1
1	2	1	2	22	4	2001	Crepis	0.260869565	103	2
1	2	1	2	22	4	2001	Erodium	0		2
1	2	1	2	22	4	2001	Geranium	0.108695652	89	2
1	2	1	2	22	4	2001	Vicia	0	113	2
1	1	1	2	23	1	2001	Avena	0.16	107	1
1	1	1	2	23	1	2001	Bromusd	0	89	1
1	1	1	2	23	1	2001	Bromush	0.76	89	1
1	1	1	2	23	1	2001	Lolium	0	123	1
1	1	1	2	23	1	2001	Vulpia	0	80	1
1	1	1	2	23	1	2001	Crepis	0		2
1	1	1	2	23	1	2001	Erodium	0		2
1	1	1	2	23	1	2001	Geranium	0.06	100	2
1	1	1	2	23	1	2001	Vicia	0.02	103	2
1	1	1	1	23	2	2001	Avena	0.08	103	1
1	1	1	1	23	2	2001	Bromusd	0.2	86	1
1	1	1	1	23	2	2001	Bromush	0.42	80	1
1	1	1	1	23	2	2001	Lolium	0		1
1	1	1	1	23	2	2001	Vulpia	0	73	1
1	1	1	1	23	2	2001	Crepis	0.14	113	2
1	1	1	1	23	2	2001	Erodium	0		2
1	1	1	1	23	2	2001	Geranium	0.1	103	2
1	1	1	1	23	2	2001	Vicia	0.06	100	2
1	1	2	1	23	3	2001	Avena	0.14893617	103	1
1	1	2	1	23	3	2001	Bromusd	0	69	1
1	1	2	1	23	3	2001	Bromush	0.255319149	80	1
1	1	2	1	23	3	2001	Lolium	0		1
1	1	2	1	23	3	2001	Vulpia	0.021276596	62	1
1	1	2	1	23	3	2001	Crepis	0.468085106	113	2
1	1	2	1	23	3	2001	Erodium	0		2
1	1	2	1	23	3	2001	Geranium	0.106382979	103	2
1	1	2	1	23	3	2001	Vicia	0	100	2
1	1	2	2	23	4	2001	Avena	0.270833333	100	1
1	1	2	2	23	4	2001	Bromusd	0.125	80	1
1	1	2	2	23	4	2001	Bromush	0.333333333	73	1
1	1	2	2	23	4	2001	Lolium	0	123	1
1	1	2	2	23	4	2001	Vulpia	0.020833333	80	1
1	1	2	2	23	4	2001	Crepis	0.166666667	103	2
1	1	2	2	23	4	2001	Erodium	0		2
1	1	2	2	23	4	2001	Geranium	0.083333333	103	2
1	1	2	2	23	4	2001	Vicia	0	110	2
2	2	2	2	24	1	2001	Avena	0.265306122	107	1
2	2	2	2	24	1	2001	Bromusd	0.040816327	95	1
2	2	2	2	24	1	2001	Bromush	0.285714286	80	1
2	2	2	2	24	1	2001	Lolium	0.040816327	107	1
2	2	2	2	24	1	2001	Vulpia	0	89	1
2	2	2	2	24	1	2001	Crepis	0.081632653	113	2
2	2	2	2	24	1	2001	Erodium	0		2
2	2	2	2	24	1	2001	Geranium	0.244897959	89	2
2	2	2	2	24	1	2001	Vicia	0.040816327	103	2
2	2	1	1	24	2	2001	Avena	0.32	103	1
2	2	1	1	24	2	2001	Bromusd	0.04	92	1
2	2	1	1	24	2	2001	Bromush	0.04	80	1
2	2	1	1	24	2	2001	Lolium	0.18	110	1
2	2	1	1	24	2	2001	Vulpia	0.02	66	1
2	2	1	1	24	2	2001	Crepis	0.3	103	2
2	2	1	1	24	2	2001	Erodium	0		2
2	2	1	1	24	2	2001	Geranium	0.06	92	2
2	2	1	1	24	2	2001	Vicia	0.04	100	2
2	2	1	2	24	3	2001	Avena	0	103	1
2	2	1	2	24	3	2001	Bromusd	0.020408163	86	1
2	2	1	2	24	3	2001	Bromush	0.204081633	83	1
2	2	1	2	24	3	2001	Lolium	0.204081633	86	1
2	2	1	2	24	3	2001	Vulpia	0.020408163	95	1
2	2	1	2	24	3	2001	Crepis	0	127	2
2	2	1	2	24	3	2001	Erodium	0		2
2	2	1	2	24	3	2001	Geranium	0.428571429	83	2
2	2	1	2	24	3	2001	Vicia	0.12244898	103	2
2	2	2	1	24	4	2001	Avena	0.11627907	103	1
2	2	2	1	24	4	2001	Bromusd	0.093023256	86	1
2	2	2	1	24	4	2001	Bromush	0.302325581	83	1
2	2	2	1	24	4	2001	Lolium	0.069767442	92	1
2	2	2	1	24	4	2001	Vulpia	0	83	1
2	2	2	1	24	4	2001	Crepis	0		2
2	2	2	1	24	4	2001	Erodium	0		2
2	2	2	1	24	4	2001	Geranium	0.418604651	89	2
2	2	2	1	24	4	2001	Vicia	0	80	2
2	1	2	1	25	1	2001	Avena	0.56097561	100	1
2	1	2	1	25	1	2001	Bromusd	0.024390244	89	1
2	1	2	1	25	1	2001	Bromush	0	95	1
2	1	2	1	25	1	2001	Lolium	0.170731707	103	1
2	1	2	1	25	1	2001	Vulpia	0.024390244	73	1
2	1	2	1	25	1	2001	Crepis	0.048780488	113	2
2	1	2	1	25	1	2001	Erodium	0		2
2	1	2	1	25	1	2001	Geranium	0.170731707	92	2
2	1	2	1	25	1	2001	Vicia	0	107	2
2	1	1	2	25	2	2001	Avena	0.387755102	100	1
2	1	1	2	25	2	2001	Bromusd	0	89	1
2	1	1	2	25	2	2001	Bromush	0.183673469	86	1
2	1	1	2	25	2	2001	Lolium	0	103	1
2	1	1	2	25	2	2001	Vulpia	0	80	1
2	1	1	2	25	2	2001	Crepis	0.306122449	113	2
2	1	1	2	25	2	2001	Erodium	0		2
2	1	1	2	25	2	2001	Geranium	0.12244898	89	2
2	1	1	2	25	2	2001	Vicia	0	100	2
