"site","plot","species","event","temptype","tbase","gdd.est","gdd.est.se","modaic","X","temptreat","preciptreat"
"marchin","10","Vaccinium.stamineum","bbd","soilgdd","8","2271.388","164.141","1261.171",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","soilgdd","0","5495.593","476.361","1619.784",140,"1",NA
"marchin","10","Quercus.alba","bbd","airgdd","6","4005.412","263.547","3331.233",140,"1",NA
"marchin","10","Quercus.alba","bbd","airgdd","2","5143.73","255.18","3316.652",140,"1",NA
"marchin","10","Quercus.rubra","bbd","soilgdd","2","4756.83","206.975","291.968",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","soilgdd","4","3899.711","265.897","1336.424",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","airgdd","10","847754.544","279230.052","650.268",140,"1",NA
"marchin","10","Quercus.rubra","bbd","soilgdd","4","3922.028","250.541","299.609",140,"1",NA
"marchin","10","Quercus.rubra","bbd","airgdd","6","4082.331","1062.992","343.555",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","airgdd","8","3468.684","427.91","1183.91",140,"1",NA
"marchin","10","Quercus.alba","bbd","soilgdd","8","2271.388","48.007","3326.317",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","airgdd","0","5814.901","775.138","1590.593",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","airgdd","8","3443.569","818.565","393.649",140,"1",NA
"marchin","10","Quercus.rubra","bbd","airgdd","8","3476.939","882.077","336.092",140,"1",NA
"marchin","10","Quercus.alba","bbd","airgdd","4","4583.241","263.369","3330.929",140,"1",NA
"marchin","10","Acer.rubrum","bbd","soilgdd","2","4743.436","164.769","2997.536",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","airgdd","4","510.596","159.589","210.491",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","soilgdd","2","430.531","91.78","213.002",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","airgdd","0","5780.39","719.102","1254.506",140,"1",NA
"marchin","10","Hexastylis.arifolia","ffd","airgdd","6","259.396","1170.914","253.565",140,"1",NA
"marchin","10","Quercus.rubra","bbd","airgdd","0","5835.99","1501.943","357.381",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","airgdd","2","572.596","177.371","213.66",140,"1",NA
"marchin","10","Quercus.alba","bbd","airgdd","8","3437.401","232.318","3274.225",140,"1",NA
"marchin","10","Quercus.rubra","bbd","soilgdd","10","1094376.456","38452.236","500.951",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","airgdd","4","4613.743","1131.27","407.885",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","soilgdd","2","4731.285","398.894","470.426",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","soilgdd","6","3071.877","274.502","1518.36",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","soilgdd","2","4727.512","314.344","1362.535",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","airgdd","4","4689.079","605.782","1547.205",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","soilgdd","10","1122320.888","99161.253","2602.036",140,"1",NA
"marchin","10","Quercus.rubra","bbd","airgdd","10","895429.492","305931.615","570.045",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","soilgdd","0","5429.961","455.161","477.552",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","soilgdd","10","1075336.374","73606.148","2213.67",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","airgdd","2","5270.234","692.736","1570.812",140,"1",NA
"marchin","10","Quercus.alba","bbd","soilgdd","10","1041465.198","9635.603","5913.627",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","airgdd","6","4017.597","985.435","401.813",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","soilgdd","8","2288.674","205.521","434.616",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","airgdd","2","5240.39","653.116","1241.416",140,"1",NA
"marchin","10","Acer.rubrum","bbd","airgdd","4","4659.676","279.258","2900.804",140,"1",NA
"marchin","10","Quercus.rubra","bbd","airgdd","2","5287.99","1359.878","353.407",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","airgdd","10","10546.683","5991.179","319.254",140,"1",NA
"marchin","10","Acer.rubrum","bbd","airgdd","2","5235.365","309.702","2937.228",140,"1",NA
"marchin","10","Hexastylis.arifolia","ffd","soilgdd","6","1192.922","869.047","268.64",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","airgdd","0","634.596","195.172","216.529",140,"1",NA
"marchin","10","Quercus.rubra","bbd","airgdd","4","4703.502","1217.303","348.977",140,"1",NA
"marchin","10","Hexastylis.arifolia","ffd","airgdd","0","361.396","1821.139","265.932",140,"1",NA
"marchin","10","Quercus.alba","bbd","airgdd","10","826374.056","51501.415","5715.594",140,"1",NA
"marchin","10","Quercus.alba","bbd","airgdd","0","5667.73","256.327","3318.679",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","soilgdd","8","2233.358","208.016","1467.329",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","soilgdd","0","5430.631","358.898","1383.213",140,"1",NA
"marchin","10","Acer.rubrum","bbd","soilgdd","6","3088.51","115.695","2866.002",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","airgdd","0","5713.232","1393.191","417.049",140,"1",NA
"marchin","10","Quercus.rubra","bbd","soilgdd","0","5466.948","207.386","292.047",140,"1",NA
"marchin","10","Acer.rubrum","bbd","soilgdd","4","3913.906","143.682","2946.596",140,"1",NA
"marchin","10","Quercus.rubra","bbd","soilgdd","6","3085.73","208.739","292.307",140,"1",NA
"marchin","10","Hexastylis.arifolia","ffd","soilgdd","8","838.698","659.994","260.385",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","airgdd","2","5181.731","1263.958","412.765",140,"1",NA
"marchin","10","Acer.rubrum","bbd","airgdd","0","5774.565","340.547","2970.647",140,"1",NA
"marchin","10","Acer.rubrum","bbd","soilgdd","0","5449.455","186.817","3044.255",140,"1",NA
"marchin","10","Hexastylis.arifolia","ffd","airgdd","4","293.396","1400.82","258.585",140,"1",NA
"marchin","10","Hexastylis.arifolia","ffd","airgdd","8","211.393","955.465","247.872",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","soilgdd","6","281.37","61.614","200.25",140,"1",NA
"marchin","10","Acer.rubrum","bbd","airgdd","6","4053.141","246.707","2857.18",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","airgdd","10","885827.379","162391.447","2531.264",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","soilgdd","4","3919.872","338.67","461.588",140,"1",NA
"marchin","10","Hexastylis.arifolia","ffd","soilgdd","4","1538.933","1107.084","275.903",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","soilgdd","10","8927.042","3090.97","325.541",140,"1",NA
"marchin","10","Acer.rubrum","bbd","airgdd","10","870037.416","68385.128","4837.077",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","soilgdd","8","67.203","31.005","178.274",140,"1",NA
"marchin","10","Hexastylis.arifolia","ffd","soilgdd","10","387605.055","319964.359","445.897",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","airgdd","10","872175.82","142763.521","1974.074",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","soilgdd","4","361.865","77.964","207.781",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","soilgdd","4","3911.693","344.155","1559.968",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","airgdd","8","372.593","117.585","201.328",140,"1",NA
"marchin","10","Acer.rubrum","bbd","soilgdd","8","2271.388","93.592","2787.133",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","soilgdd","10","1065275.473","91961.971","764.21",140,"1",NA
"marchin","10","Hieracium.venosum","ffd","airgdd","6","448.596","141.79","206.943",140,"1",NA
"marchin","10","Quercus.alba","bbd","soilgdd","0","5381.591","49.909","3345.272",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","airgdd","4","4663.901","585.671","1226.593",140,"1",NA
"marchin","10","Thalictrum.thalictroides","ffd","soilgdd","6","3100.591","267.445","448.838",140,"1",NA
"marchin","10","Carya.tomentosa","bbd","airgdd","8","3475.791","427.596","1485.897",140,"1",NA
"marchin","10","Acer.rubrum","bbd","soilgdd","10","1083536.431","38276.703","5024.213",140,"1",NA
"marchin","10","Acer.rubrum","bbd","airgdd","8","3464.382","207.641","2796.499",140,"1",NA
"marchin","10","Vaccinium.stamineum","bbd","airgdd","6","4055.649","512.891","1208.546",140,"1",NA
"marchin","10","Quercus.rubra","bbd","soilgdd","8","2271.387","204.912","291.567",140,"1",NA
"marchin","11","Carya.tomentosa","bbd","soilgdd","2","3207.592","413.516","1593.751",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","airgdd","6","2509.501","402.352","1520.14",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","airgdd","10","3817.347","388861.757","416.118",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","soilgdd","8","2507.598","734.059","1261.171",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","soilgdd","0","4824.282","175.361","2250.654",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","soilgdd","0","270.37","1850.666","285.235",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","soilgdd","2","2148.452","65.679","456.78",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","airgdd","2","4630.66","250.894","2368.261",141,"0",NA
"marchin","11","Quercus.rubra","bbd","soilgdd","4","3785.379","250.541","299.609",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","airgdd","8","3005.139","1353.171","1183.91",141,"0",NA
"marchin","11","Quercus.alba","bbd","soilgdd","8","2217.457","46.85","3326.317",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","soilgdd","8","1539.786","208.016","1467.329",141,"0",NA
"marchin","11","Quercus.rubra","bbd","soilgdd","0","5324.947","207.386","292.047",141,"0",NA
"marchin","11","Quercus.rubra","bbd","airgdd","8","2826.984","623.723","336.092",141,"0",NA
"marchin","11","Acer.rubrum","bbd","soilgdd","10","1047404.811","38276.703","5024.213",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","soilgdd","2","230.369","1607.966","281.018",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","soilgdd","8","1997.518","95.985","2080.705",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","airgdd","0","5908.917","2273.999","1254.506",141,"0",NA
"marchin","11","Acer.rubrum","bbd","airgdd","6","3538.415","174.448","2857.18",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","soilgdd","10","150466.712","6148.412","774.522",141,"0",NA
"marchin","11","Quercus.rubra","bbd","airgdd","0","5804.662","1062.034","357.381",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","airgdd","8","148.566","955.465","247.872",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","soilgdd","6","2091.368","274.502","1518.36",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","soilgdd","4","3396.998","140.67","2188.493",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","soilgdd","6","3326.51","951.189","1301.595",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","soilgdd","4","187.453","1355.896","275.903",141,"0",NA
"marchin","11","Acer.rubrum","bbd","airgdd","0","5692.083","240.803","2970.647",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","airgdd","10","176006.954","8802.218","617.761",141,"0",NA
"marchin","11","Quercus.alba","bbd","airgdd","2","4942.822","78.75","3316.652",141,"0",NA
"marchin","11","Quercus.rubra","bbd","airgdd","4","4310.72","860.764","348.977",141,"0",NA
"marchin","11","Quercus.alba","bbd","soilgdd","10","1020968.33","9403.386","5913.627",141,"0",NA
"marchin","11","Quercus.rubra","bbd","airgdd","6","3582.786","751.649","343.555",141,"0",NA
"marchin","11","Quercus.alba","bbd","soilgdd","0","5189.055","48.706","3345.272",141,"0",NA
"marchin","11","Acer.rubrum","bbd","airgdd","10","1157512.83","48355.588","4837.077",141,"0",NA
"marchin","11","Quercus.alba","bbd","airgdd","6","3520.131","81.332","3331.233",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","airgdd","2","5212.562","2065.334","1241.416",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","soilgdd","8","1158.676","68.434","459.657",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","soilgdd","0","5553.135","1605.043","1383.213",141,"0",NA
"marchin","11","Acer.rubrum","bbd","soilgdd","2","4522.765","164.769","2997.536",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","soilgdd","0","3716.238","476.361","1619.784",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","soilgdd","6","122.13","1064.36","268.64",141,"0",NA
"marchin","11","Quercus.alba","bbd","soilgdd","4","3725.683","57.714","3428.084",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","airgdd","0","2752.843","95.394","373.425",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","airgdd","6","218.29","1170.914","253.565",141,"0",NA
"marchin","11","Quercus.alba","bbd","airgdd","0","5635.381","79.104","3318.679",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","airgdd","0","345.867","1821.139","265.932",141,"0",NA
"marchin","11","Quercus.rubra","bbd","soilgdd","10","1100356.563","38452.236","500.951",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","airgdd","8","2566.174","175.262","2266.376",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","airgdd","0","4071.95","600.42","1590.593",141,"0",NA
"marchin","11","Acer.rubrum","bbd","soilgdd","4","3732.759","143.682","2946.596",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","soilgdd","8","52.3","808.325","260.385",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","airgdd","4","4480.828","1852.055","1226.593",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","airgdd","4","3019.933","469.237","1547.205",141,"0",NA
"marchin","11","Quercus.rubra","bbd","airgdd","2","5081.503","961.579","353.407",141,"0",NA
"marchin","11","Quercus.rubra","bbd","airgdd","10","1214692.764","216326.32","570.045",141,"0",NA
"marchin","11","Quercus.alba","bbd","soilgdd","2","4496.734","48.545","3343.659",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","soilgdd","6","2710.563","115.253","2132.295",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","airgdd","2","305.867","1615.905","262.584",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","soilgdd","10","982578.809","35062.529","3744.702",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","airgdd","2","3563.015","536.591","1570.812",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","soilgdd","2","4160.089","155.7","2217.12",141,"0",NA
"marchin","11","Quercus.alba","bbd","airgdd","8","2791.224","71.695","3274.225",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","airgdd","4","3921.406","228.07","2341.173",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","soilgdd","0","2419.252","70.577","461.815",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","soilgdd","10","2877.869","391874.708","445.897",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","airgdd","10","1091116.947","55147.835","3899.8",141,"0",NA
"marchin","11","Quercus.alba","bbd","soilgdd","6","2989.578","46.536","3323.031",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","soilgdd","2","4855.843","1405.789","1362.535",141,"0",NA
"marchin","11","Hexastylis.arifolia","ffd","airgdd","4","259.315","1400.82","258.585",141,"0",NA
"marchin","11","Acer.rubrum","bbd","airgdd","8","2798.384","146.825","2796.499",141,"0",NA
"marchin","11","Acer.rubrum","bbd","soilgdd","8","2215.466","93.592","2787.133",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","airgdd","6","3760.006","1621.902","1208.546",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","airgdd","8","1974.659","331.214","1485.897",141,"0",NA
"marchin","11","Acer.rubrum","bbd","soilgdd","6","2989.812","115.695","2866.002",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","soilgdd","6","1559.836","65.131","456.194",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","airgdd","2","2482.399","91.585","371.225",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","airgdd","0","5295.185","274.645","2393.948",141,"0",NA
"marchin","11","Quercus.alba","bbd","airgdd","4","4208.804","81.277","3330.929",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","airgdd","10","847471.804","125787.874","2531.264",141,"0",NA
"marchin","11","Quercus.alba","bbd","airgdd","10","1127572.012","15893.682","5715.594",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","airgdd","6","1926.931","87.35","368.668",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","soilgdd","4","4129.244","1189.129","1336.424",141,"0",NA
"marchin","11","Vaccinium.pallidum","bbd","airgdd","6","3260.914","205.85","2312.062",141,"0",NA
"marchin","11","Acer.rubrum","bbd","airgdd","2","4988.433","218.993","2937.228",141,"0",NA
"marchin","11","Acer.rubrum","bbd","airgdd","4","4240.75","197.465","2900.804",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","soilgdd","4","1863.655","63.935","454.897",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","airgdd","4","2196.839","87.918","369.018",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","soilgdd","4","2627.931","344.155","1559.968",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","soilgdd","10","1079109.577","329176.7","2213.67",141,"0",NA
"marchin","11","Acer.rubrum","bbd","soilgdd","0","5226.417","186.817","3044.255",141,"0",NA
"marchin","11","Quercus.rubra","bbd","soilgdd","6","3013.248","208.739","292.307",141,"0",NA
"marchin","11","Vaccinium.stamineum","bbd","airgdd","10","1172462.978","451457.892","1974.074",141,"0",NA
"marchin","11","Quercus.rubra","bbd","soilgdd","8","2228.001","204.912","291.567",141,"0",NA
"marchin","11","Quercus.rubra","bbd","soilgdd","2","4602.572","206.975","291.968",141,"0",NA
"marchin","11","Tipularia.discolor","ffd","airgdd","8","1565.983","81.492","364.919",141,"0",NA
"marchin","11","Carya.tomentosa","bbd","soilgdd","10","765746.527","99161.253","2602.036",141,"0",NA
"marchin","12","Chimaphila.maculata","ffd","soilgdd","10","9987.947","1696.407","169.745",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","soilgdd","0","3433.005","463.336","1383.213",142,"1",NA
"marchin","12","Quercus.rubra","bbd","airgdd","4","6139.498","608.652","348.977",142,"1",NA
"marchin","12","Quercus.alba","bbd","soilgdd","0","5654.832","52.608","3345.272",142,"1",NA
"marchin","12","Chimaphila.maculata","ffd","soilgdd","0","548.535","47.028","105.205",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","airgdd","10","1476791.886","47759.426","3899.8",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","soilgdd","2","266.924","60.084","213.002",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","soilgdd","8","1538.269","211.905","1261.171",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","soilgdd","2","4764.986","292.4","1593.751",142,"1",NA
"marchin","12","Tipularia.discolor","ffd","soilgdd","6","1627.183","51.491","456.194",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","soilgdd","8","2367.93","147.09","1467.329",142,"1",NA
"marchin","12","Quercus.alba","bbd","soilgdd","4","4154.492","62.338","3428.084",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","soilgdd","6","3142.332","194.102","1518.36",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","airgdd","4","5979.428","331.801","1547.205",142,"1",NA
"marchin","12","Quercus.alba","bbd","airgdd","6","5497.521","87.849","3331.233",142,"1",NA
"marchin","12","Acer.rubrum","bbd","soilgdd","8","2525.682","93.592","2787.133",142,"1",NA
"marchin","12","Acer.rubrum","bbd","airgdd","6","5536.725","174.448","2857.18",142,"1",NA
"marchin","12","Quercus.rubra","bbd","airgdd","6","5321.023","531.496","343.555",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","airgdd","4","408.123","85.304","210.491",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","airgdd","6","5222.717","284.506","1520.14",142,"1",NA
"marchin","12","Chimaphila.maculata","ffd","airgdd","6","644.09","23.63","92.817",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","soilgdd","0","5751.276","151.867","2250.654",142,"1",NA
"marchin","12","Acer.rubrum","bbd","airgdd","4","6313.279","197.465","2900.804",142,"1",NA
"marchin","12","Quercus.alba","bbd","soilgdd","6","3317.173","50.265","3323.031",142,"1",NA
"marchin","12","Quercus.alba","bbd","airgdd","4","6260.946","87.79","3330.929",142,"1",NA
"marchin","12","Quercus.alba","bbd","airgdd","2","6933.491","85.06","3316.652",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","soilgdd","4","4204.049","121.824","2188.493",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","soilgdd","10","1102100.281","70117.595","2602.036",142,"1",NA
"marchin","12","Quercus.alba","bbd","airgdd","0","7592.935","85.442","3318.679",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","airgdd","2","450.123","94.809","213.66",142,"1",NA
"marchin","12","Quercus.rubra","bbd","soilgdd","4","4118.423","177.159","299.609",142,"1",NA
"marchin","12","Acer.rubrum","bbd","soilgdd","6","3320.825","115.695","2866.002",142,"1",NA
"marchin","12","Quercus.rubra","bbd","soilgdd","0","5697.681","146.644","292.047",142,"1",NA
"marchin","12","Tipularia.discolor","ffd","soilgdd","8","1209.773","54.102","459.657",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","airgdd","0","7751.765","237.849","2393.948",142,"1",NA
"marchin","12","Tipularia.discolor","ffd","soilgdd","2","2179.41","51.924","456.78",142,"1",NA
"marchin","12","Acer.rubrum","bbd","soilgdd","2","4996.651","164.769","2997.536",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","soilgdd","2","3015.505","405.816","1362.535",142,"1",NA
"marchin","12","Chimaphila.maculata","ffd","airgdd","0","860.091","25.67","94.308",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","airgdd","8","312.731","62.852","201.328",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","soilgdd","4","2531.364","343.272","1336.424",142,"1",NA
"marchin","12","Quercus.rubra","bbd","airgdd","0","7502.945","750.971","357.381",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","soilgdd","10","1162873.249","30365.041","3744.702",142,"1",NA
"marchin","12","Chimaphila.maculata","ffd","soilgdd","4","401.146","40.749","102.625",142,"1",NA
"marchin","12","Quercus.rubra","bbd","soilgdd","10","1169992.164","27189.837","500.951",142,"1",NA
"marchin","12","Tipularia.discolor","ffd","soilgdd","10","145159.908","4860.747","774.522",142,"1",NA
"marchin","12","Quercus.alba","bbd","airgdd","8","4640.532","77.439","3274.225",142,"1",NA
"marchin","12","Acer.rubrum","bbd","soilgdd","4","4172.242","143.682","2946.596",142,"1",NA
"marchin","12","Quercus.rubra","bbd","soilgdd","6","3249.274","147.601","292.307",142,"1",NA
"marchin","12","Acer.rubrum","bbd","airgdd","2","6995.279","218.993","2937.228",142,"1",NA
"marchin","12","Quercus.rubra","bbd","airgdd","8","4452.864","441.038","336.092",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","airgdd","4","3912.643","534.642","1226.593",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","soilgdd","8","2525.682","83.125","2080.705",142,"1",NA
"marchin","12","Quercus.rubra","bbd","soilgdd","2","4977.181","146.353","291.968",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","airgdd","10","900987.761","130324.668","1974.074",142,"1",NA
"marchin","12","Chimaphila.maculata","ffd","soilgdd","6","332.785","40.409","102.475",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","soilgdd","0","308.924","68.912","217.388",142,"1",NA
"marchin","12","Quercus.alba","bbd","soilgdd","10","1107474.518","10156.817","5913.627",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","airgdd","2","6634.478","379.427","1570.812",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","airgdd","8","4696.241","151.781","2266.376",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","soilgdd","10","3945.016","2023.515","325.541",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","airgdd","2","4325.444","596.21","1241.416",142,"1",NA
"marchin","12","Tipularia.discolor","ffd","soilgdd","0","2437.41","55.796","461.815",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","airgdd","10","6306.308","3202.42","319.254",142,"1",NA
"marchin","12","Chimaphila.maculata","ffd","airgdd","4","716.091","22.964","92.303",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","soilgdd","8","72.101","20.297","178.274",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","soilgdd","4","3966.429","243.354","1559.968",142,"1",NA
"marchin","12","Quercus.rubra","bbd","soilgdd","8","2417.966","144.894","291.567",142,"1",NA
"marchin","12","Chimaphila.maculata","ffd","soilgdd","8","192.16","43.9","103.966",142,"1",NA
"marchin","12","Acer.rubrum","bbd","airgdd","8","4660.498","146.825","2796.499",142,"1",NA
"marchin","12","Quercus.alba","bbd","airgdd","10","1403939.609","17167.138","5715.594",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","airgdd","0","4731.277","656.447","1254.506",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","soilgdd","6","2006.838","274.585","1301.595",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","airgdd","8","2913.141","390.627","1183.91",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","airgdd","4","6380.465","197.514","2341.173",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","airgdd","0","7276.678","424.561","1590.593",142,"1",NA
"marchin","12","Quercus.rubra","bbd","airgdd","10","1424011.74","152965.807","570.045",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","soilgdd","4","223.905","51.04","207.781",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","soilgdd","0","5441.786","336.838","1619.784",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","airgdd","6","5590.928","178.271","2312.062",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","soilgdd","6","173.868","40.336","200.25",142,"1",NA
"marchin","12","Vaccinium.pallidum","bbd","soilgdd","6","3330.945","99.812","2132.295",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","soilgdd","10","684209.367","95025.128","2213.67",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","airgdd","8","4383.327","234.204","1485.897",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","airgdd","6","366.123","75.79","206.943",142,"1",NA
"marchin","12","Acer.rubrum","bbd","soilgdd","0","5697.551","186.817","3044.255",142,"1",NA
"marchin","12","Chimaphila.maculata","ffd","airgdd","10","15961.012","1201.398","163.534",142,"1",NA
"marchin","12","Tipularia.discolor","ffd","soilgdd","4","1915.166","50.545","454.897",142,"1",NA
"marchin","12","Carya.tomentosa","bbd","airgdd","10","1382538.977","88945.459","2531.264",142,"1",NA
"marchin","12","Hieracium.venosum","ffd","airgdd","0","492.123","104.324","216.529",142,"1",NA
"marchin","12","Acer.rubrum","bbd","airgdd","0","7664.179","240.803","2970.647",142,"1",NA
"marchin","12","Chimaphila.maculata","ffd","airgdd","2","788.09","23.23","92.51",142,"1",NA
"marchin","12","Vaccinium.stamineum","bbd","airgdd","6","3459.221","468.203","1208.546",142,"1",NA
"marchin","12","Quercus.alba","bbd","soilgdd","8","2525.682","50.604","3326.317",142,"1",NA
"marchin","12","Quercus.alba","bbd","soilgdd","2","4963.388","52.435","3343.659",142,"1",NA
