Site,Tag,Species,SeedOrigin,Chamber,ChSide,ChRow,ChCol,DatePlanted,GermDate,CensInDate,DeathDate,CensorDate,PossibleDeathDate,MIA,Status,Phen_03.08.10,Phen_03.15.10,Phen_03.22.10,Phen_03.31.10,Phen_04.05.10,Phen_04.13.10,Phen_04.19.10,Phen_04.25.10,Phen_05.03.10,Phen_05.17.10,Phen_06.03.10,Phen_06.14.10,Phen_07.12.10,Phen_08.09.10,Phen_03.07.11,Phen_03.14.11,Phen_03.22.11,Phen_03.29.11,Phen_04.04.11,Phen_04.11.11,Phen_04.18.11,Phen_04.25.11,Phen_05.02.11,Phen_05.09.11,Phen_05.16.11,Phen_05.23.11,Phen_05.31.11,Phen_06.06.11,Phen_06.20.11,Phen_07.11.11,Phen_08.01.11,Phen_08.24.11,Phen_09.01.11,Phen_09.16.11,Phen_09.21.11,Phen_09.26.11,Phen_10.10.11,Phen_10.25.11,Phen_11.30.11,Phen_01.04.12,Phen_01.09.12,Phen_01.17.12,Phen_01.23.12,Phen_01.30.12,Phen_02.06.12,Phen_02.13.12,Phen_02.20.12,Phen_02.27.12,Phen_03.05.12,Phen_03.12.12,Phen_03.20.12,Phen_03.26.12,Phen_04.02.12,Phen_04.09.12,Phen_04.16.12,Phen_04.24.12,Phen_04.30.12,Phen_05.08.12,Phen_05.15.12,Phen_05.21.12,Phen_05.29.12,Phen_06.04.12,Phen_06.11.12,Phen_06.25.12,Phen_07.17.12,Phen_01.28.13,Phen_02.11.13,Phen_02.18.13,Phen_02.25.13,Phen_03.04.13,Phen_03.11.13,Phen_03.18.13,Phen_03.25.13,Phen_04.01.13,Phen_04.08.13,Phen_04.15.13,Phen_04.22.13,Phen_04.29.13,Phen_05.06.13,Phen_05.13.13,Phen_05.20.13,Phen_05.27.13,Phen_06.03.13,Phen_06.10.13,Phen_06.17.13
DF,R7225,qual,NC_Orange_Natural,S01_5,1,6,5,NA,4/13/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,5,5,6,6,6,6,6,6,2,2,3,4,4,4,5,5,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,2,4,5,5,5,5,5,5,6,5,6,6,6,6,6,NA,1,1,1,1,1,1,2,3,3,4,5,5,5,5,6,6,6,6,6,6
DF,R5881,magr,NC_Durham_Planted_A,S01_5,1,6,6,12/10/2009,3/5/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,5,5,4,5,5,5,6,5,6,6,6,6,6,NA,1,1,1,1,1,1,1,2,NA,1,1,NA,NA,3,3,4,5,6,6,5
DF,B3535,acru,NC_Orange_Natural,S01_5,1,6,7,NA,4/15/2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,5,5,5,5,5
DF,R3480,qual,NC_Orange_Natural,S01_5,1,6,7,NA,5/3/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,1,1,3,4,4,4,5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,2,4,5,5,5,6,6,5,6,5,6,6,6,6,6,NA,1,1,2,2,2,2,2,3,3,4,5,5,5,6,6,6,6,6,6,6
DF,R9666,acru,NC_Orange_Natural,S01_5,1,6,7,NA,4/11/2011,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,5,5,5,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,3,4,5,5,5,5,5,5,6,5,6,6,5,6,6,NA,1,1,1,1,1,1,2,3,5,5,5,5,5,5,5,5,5,6,6,6
DF,R5594,pita,NC_Orange_Natural,S01_5,1,7,3,NA,3/12/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,4,5,4,4,4,4,5,5,5,5,5,NA,1,1,1,1,1,3,4,4,3,4,4,5,5,5,5,5,5,5,5,5
DF,R5825,pita,NC_Orange_Natural,S01_5,1,7,4,NA,3/5/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,5,4,5,4,5,4,5,5,5,5,5,5,NA,1,1,1,1,4,3,4,4,3,4,4,5,5,5,5,5,5,5,5,5
DF,R7709,qual,NC_Orange_Natural,S01_5,1,7,6,NA,4/26/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,6,6,2,2,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,4,5,5,5,5,5,5,6,5,6,6,6,6,6,NA,1,1,1,1,2,2,2,3,4,4,5,5,5,6,6,6,6,6,6,6
DF,B3180,nysy,NC_Orange_Natural,S01_5,1,8,4,NA,4/22/2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,5,5,5,5
DF,R8461,acru,NC_Orange_Planted_B,S01_5,1,8,5,5/13/2010,3/22/2011,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,5,5,5,5,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,4,4,5,5,5,5,5,5,6,5,6,5,6,6,6,NA,1,NA,NA,NA,NA,NA,1,NA,3,4,5,5,5,5,5,5,5,6,6,6
DF,R5557,nysy,LA_NA_Planted_A,S01_5,1,9,4,11/30/2011,3/12/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,5,5,5,5,5,5,5,5,5,5,5,6,NA,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA
DF,W2292,pita,NC_Orange_Natural,S01_5,1,9,4,NA,3/20/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,5,4,4,5,5,5,5,5,5,5,NA,1,1,3,3,3,3,3,4,4,4,4,5,5,5,3,4,5,5,5,5
DF,B4000,fram,NC_Orange_Natural,S01_5,1,9,6,NA,4/8/2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,5,5,5,5,5
DF,R6192,qual,NC_Orange_Natural,S01_5,1,9,7,NA,3/15/2010,NA,NA,NA,NA,NA,1,NA,2,4,5,5,5,5,5,6,6,6,6,6,6,1,2,3,4,4,5,5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,4,5,5,5,5,6,6,6,6,6,6,6,6,6,NA,1,1,1,1,2,1,3,3,3,4,5,5,5,6,6,6,6,6,6,6
DF,R3491,qual,NC_Orange_Natural,S01_5,1,10,2,NA,NA,10/17/2011,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,5,5,5,5,6,6,5,6,5,6,6,6,6,6,NA,1,1,1,1,2,2,3,4,5,5,5,5,5,6,5,6,6,6,6,6
DF,R922,qual,NC_Orange_Natural,S01_5,1,10,3,NA,4/5/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,5,5,6,6,6,6,6,6,6,2,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,3,4,5,5,5,6,5,6,5,6,6,6,6,6,NA,1,1,1,1,2,2,3,4,5,5,5,5,5,6,5,6,6,6,6,6
DF,R6169,qual,NC_Orange_Natural,S01_5,1,10,4,NA,3/9/2010,NA,NA,NA,NA,NA,1,4,5,5,5,4,5,5,5,6,6,6,6,6,6,2,3,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,4,5,5,5,5,6,5,6,5,6,NA,6,6,6,NA,1,1,1,1,2,2,3,4,5,5,5,5,5,6,5,6,6,6,6,6
DF,R6387,qual,NC_Orange_Natural,S01_5,1,11,2,NA,3/30/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,4,5,5,5,6,5,6,6,6,6,6,2,2,4,4,4,4,5,6,5,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,6,5,5,5,6,6,6,6,6,NA,1,1,1,1,2,2,3,3,5,5,5,5,5,6,6,6,6,6,6,6
DF,R8452,acru,NC_Orange_Natural,S01_5,1,11,3,NA,3/22/2011,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,4,5,5,5,5,5,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,6,6,6,NA,1,1,1,1,1,1,1,1,1,3,5,5,5,5,6,6,5,6,6,6
DF,R5566,pita,NC_Orange_Natural,S01_5,1,11,4,NA,3/12/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,4,5,4,4,4,5,5,5,5,5,5,NA,1,1,1,1,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5
DF,R7275,pita,GA_NA_Planted_A,S01_5,1,11,5,2/12/2010,4/13/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,4,5,5,5,4,5,4,1,4,3,3,3,3,5,5,4,4,4,5,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,3,2,4,5,4,4,5,5,5,5,5,5,5,6,5,6,NA,1,1,2,2,2,3,2,4,4,4,4,5,5,5,5,5,5,5,5,5
DF,R6050,qual,NC_Orange_Natural,S01_5,1,11,7,NA,3/22/2010,NA,NA,NA,NA,NA,1,NA,NA,4,5,5,5,5,6,6,6,6,6,6,6,1,2,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,4,5,5,5,5,5,5,NA,1,NA,1,4,5,6,NA,1,1,1,1,1,1,1,3,5,4,5,5,5,5,5,5,5,6,6,6
DF,R7767,qual,NC_Orange_Natural,S01_5,1,13,5,NA,4/26/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,6,6,2,1,4,4,5,4,6,6,6,6,6,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,4,4,5,5,6,5,6,6,5,6,6,5,6,6,NA,1,1,1,1,1,1,2,3,4,5,5,5,5,6,6,6,6,6,6,6
DF,B3512,fram,NC_Orange_Natural,S01_5,1,14,5,NA,4/15/2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,6,6,6,6,6
DF,R6325,pita,NC_Orange_Natural,S01_5,1,14,5,NA,3/30/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,3,4,5,5,5,5,5,5,5,1,3,2,3,3,3,5,4,5,5,4,4,5,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,3,2,4,5,4,4,5,5,5,5,4,5,5,5,NA,6,NA,1,1,1,1,2,2,2,4,3,3,4,5,5,6,5,5,6,5,5,5
DF,W1651,nysy,LA_NA_Planted_A,S01_5,1,15,1,11/30/2011,3/26/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,5,5,5,5,5,5,5,6,6,6,NA,1,1,2,2,2,2,2,3,4,5,5,5,5,6,5,6,6,6,6,6
DF,B3897,acru,NC_Orange_Natural,S01_5,1,15,2,NA,4/28/2014,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF,R7254,qual,NC_Orange_Natural,S01_5,1,15,2,NA,4/13/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,5,5,5,6,6,6,6,6,1,2,3,4,4,4,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,6,5,6,5,6,6,6,6,6,NA,1,1,2,2,2,2,3,4,5,5,5,5,5,6,6,6,6,6,6,6
DF,R9238,pita,NC_Orange_Natural,S01_5,1,15,3,NA,3/29/2011,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,5,4,4,5,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,3,2,4,5,4,4,5,5,5,5,5,5,5,6,5,6,NA,1,1,1,1,3,3,3,4,3,3,3,5,5,6,5,5,5,5,5,5
DF,R9679,pita,NC_Orange_Natural,S01_5,1,15,3,NA,4/11/2011,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,5,4,4,5,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,3,4,3,2,3,5,4,4,5,4,4,5,5,5,5,5,5,6,NA,1,1,1,1,2,3,2,4,4,4,4,5,5,5,5,5,5,5,5,5
DF,R236,litu,NC_Orange_Natural,S01_5,1,16,3,NA,NA,5/29/2009,NA,NA,NA,NA,1,2,4,5,5,5,5,5,5,5,5,5,5,6,6,1,1,4,4,4,4,4,5,4,4,5,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,5,5,5,5,5,5,5,6,6,NA,1,1,1,1,1,1,1,2,2,4,4,5,5,5,5,5,5,6,6,6
DF,B3567,piun,NC_Orange_Natural,S01_5,1,16,5,NA,4/15/2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,5,5,5,5,5
DF,R6060,qual,NC_Orange_Natural,S01_5,1,17,5,NA,3/22/2010,NA,NA,NA,NA,NA,1,NA,NA,3,4,5,5,5,6,6,6,6,6,6,6,1,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,6,5,6,6,6,6,6,NA,1,1,1,1,2,3,3,4,5,4,4,5,5,5,6,6,6,6,6,6
DF,B3950,list,NC_Orange_Natural,S01_5,1,17,6,NA,4/8/2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,5,5,5,6,6
DF,B3858,acru,NC_Orange_Natural,S01_5,1,18,6,NA,4/28/2014,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DF,B3188,acru,NC_Orange_Natural,S01_5,1,20,3,NA,4/22/2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,6,6,6
DF,R6131,qual,NC_Orange_Natural,S01_5,1,21,6,NA,3/15/2010,NA,NA,NA,NA,NA,1,NA,2,4,5,5,5,5,6,6,6,6,6,6,6,1,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,4,4,5,5,5,5,5,6,5,6,6,6,6,6,NA,1,1,1,2,2,2,3,4,5,5,5,5,5,6,6,6,6,6,6,6
DF,R6357,qual,NC_Orange_Natural,S01_5,1,23,6,NA,3/30/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,4,5,5,5,6,6,6,6,6,6,6,1,3,4,4,4,5,5,6,6,6,6,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,4,5,5,5,6,6,6,5,5,6,6,6,6,6,NA,1,1,1,2,2,2,3,4,5,5,5,5,5,6,6,6,6,6,6,6
DF,B4553,acru,NC_Orange_Natural,S01_5,1,24,5,NA,5/6/2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,6,6,6
DF,R5788,pita,NC_Orange_Natural,S01_5,1,24,5,NA,3/12/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,4,5,4,4,5,5,5,5,5,5,5,NA,1,4,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5
DF,R979,magr,NC_Durham_Planted_A,S01_5,1,26,3,7/1/2009,9/28/2009,NA,NA,NA,NA,NA,1,1,2,3,3,4,5,5,5,5,5,5,6,6,6,1,2,2,2,1,2,3,3,4,4,6,5,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,3,4,3,5,5,5,6,5,6,6,6,6,6,NA,1,1,1,1,2,2,2,2,2,2,3,3,4,5,5,6,6,6,6,6
DF,R7300,qual,NC_Orange_Natural,S01_5,1,27,2,NA,4/13/2010,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,6,6,6,6,6,6,6,1,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,4,5,5,5,6,6,6,6,5,6,6,6,6,6,NA,1,1,1,1,2,2,3,4,5,5,5,5,5,6,6,6,6,6,6,6
DF,R6044,qual,NC_Orange_Natural,S01_5,1,27,5,NA,3/22/2010,NA,NA,NA,NA,NA,1,NA,NA,4,5,5,5,5,6,6,6,6,6,6,6,1,2,2,3,4,4,5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,4,5,5,5,6,5,6,6,5,6,6,6,6,6,NA,1,1,2,2,2,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6
DF,R5778,qual,NC_Guilford_Planted_A,S01_5,1,28,1,11/9/2011,3/12/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,6,5,6,6,5,6,5,6,6,6,6,6,NA,1,1,1,1,1,2,2,3,3,4,5,5,5,6,6,6,6,6,6,6
DF,B4509,acru,NC_Orange_Natural,S01_5,1,28,3,NA,5/6/2013,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,6,6
DF,R6618,qual,NC_Orange_Natural,S01_5,1,28,3,NA,4/26/2010,NA,NA,NA,8/24/2011,NA,1,NA,NA,NA,NA,NA,NA,NA,4,5,6,6,6,6,6,1,2,3,4,4,4,5,6,6,6,6,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,5,5,6,5,6,6,6,6,6,NA,1,1,1,1,1,2,2,3,5,5,5,5,5,6,6,6,6,6,6,6
DF,R5522,pita,NC_Orange_Natural,S01_5,1,28,4,NA,2/20/2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,4,4,5,4,5,5,4,5,5,5,5,5,5,5,NA,1,1,1,1,1,3,3,4,4,5,5,5,5,5,5,5,5,5,5,6
DF,B3141,nysy,NC_Orange_Natural,S01_5,1,29,2,NA,4/22/2013,NA,NA,NA,4/14/2014,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,5,5,5,6,6
